    Folder       Mode  Result Count  Cache Hits   Real Time
84     045    NoCache            19           0    0m0.594s
85     045  NormCache            21           4    0m0.411s
86     046    NoCache             5           0    0m8.073s
87     046  NormCache             5           0    0m4.234s
88     047    NoCache             2           0    0m0.364s
89     047  NormCache             2           0    0m0.362s
90     048    NoCache            29           0    0m0.518s
91     048  NormCache            29           2    0m0.432s
92     049    NoCache             2           0    0m0.376s
93     049  NormCache             2           0    0m0.274s
94     050    NoCache           103           0    0m0.595s
95     050  NormCache           663         661    0m0.497s
96     051    NoCache            27           0    0m1.174s
97     051  NormCache            27           0    0m1.560s
98     052    NoCache           156           0    0m0.978s
99     052  NormCache          1135        1133    0m0.513s
100    053    NoCache            11           0    0m0.449s
101    053  NormCache            26          24    0m0.306s
102    054    NoCache             6           0    0m0.486s
103    054  NormCache             6           0    0m0.308s
104    055    NoCache            36           0    0m0.554s
105    055  NormCache            36           0    0m0.504s
106    056    NoCache             4           0    0m1.636s
107    056  NormCache             4           0    0m1.537s
108    057    NoCache            43           0    0m0.486s
109    057  NormCache            43           0    0m0.425s
110    058    NoCache             6           0    0m0.336s
111    058  NormCache             6           0    0m0.381s
112    059    NoCache             5           0    0m7.950s
113    059  NormCache             5           0    0m4.135s
114    060    NoCache             7           0    0m0.438s
115    060  NormCache            15          11    0m0.298s
116    061    NoCache           155           0    0m1.091s
117    061  NormCache          1125        1123    0m0.554s
118    062    NoCache           139           0    0m0.803s
119    062  NormCache          1014        1012    0m0.492s
120    063    NoCache           440           0    0m1.679s
121    063  NormCache          4439        4437    0m0.669s
122    064    NoCache           598           0    0m2.487s
123    064  NormCache          6464        6462    0m1.152s
124    065    NoCache           562           0    0m1.837s
125    065  NormCache          5866        5864    0m0.996s
126    066    NoCache            12           0    0m0.434s
127    066  NormCache            12           0    0m0.396s
128    067    NoCache            12           0    0m0.471s
129    067  NormCache            34          28    0m0.383s
130    068    NoCache         10420           0  30m47.663s
131    068  NormCache         20836       10423  42m32.859s
132    069    NoCache           462           0    0m1.484s
133    069  NormCache          4599        4597    0m0.923s
134    070    NoCache            59           0    0m0.492s
135    070  NormCache           326         324    0m0.454s
136    071    NoCache           181           0    0m0.916s
137    071  NormCache          1353        1351    0m0.613s
138    072    NoCache          3287           0   0m11.657s
139    072  NormCache         46795       46793    0m4.750s
140    073    NoCache             4           0    0m0.359s
141    073  NormCache             6           4    0m0.408s
142    074    NoCache             6           0    0m0.389s
143    074  NormCache             6           0    0m0.366s
144    075    NoCache            11           0    0m0.411s
145    075  NormCache            30          24    0m0.355s
146    076    NoCache          7039           0   1m24.633s
147    076  NormCache         31071       30743   0m53.600s
150    078    NoCache             5           0    0m6.560s
151    078  NormCache             5           0    0m4.538s
152    079    NoCache            34           0    0m0.705s
153    079  NormCache            34           4    0m0.498s
154    080    NoCache            55           0    0m0.496s
155    080  NormCache            55          16    0m0.456s
156    082    NoCache            25           0   0m13.755s
157    082  NormCache            34          13    0m9.579s
158    083    NoCache             2           0    0m0.495s
159    083  NormCache             2           0    0m0.412s
160    084    NoCache            31           0    0m0.557s
161    084  NormCache            31           0    0m0.472s
162    085    NoCache             4           0   1m29.438s
163    085  NormCache             4           0   1m43.065s
164    086    NoCache           161           0    0m0.840s
165    086  NormCache          1229        1227    0m0.615s
166    087    NoCache            59           0    0m0.510s
167    087  NormCache           114          78    0m0.468s
168    088    NoCache            11           0    0m0.472s
169    088  NormCache            11           0    0m0.363s
170    089    NoCache           308           0    0m1.556s
171    089  NormCache          2716        2714    0m0.703s
172    090    NoCache          7520           0   9m18.741s
173    090  NormCache       3547694     3547692    5m8.983s
174    091    NoCache           154           0    0m0.791s
175    091  NormCache          1117        1115    0m0.498s
176    092    NoCache          8274           0  11m12.780s
177    092  NormCache       4293582     4293580   6m51.048s
182    095    NoCache           152           0    0m0.751s
183    095  NormCache          1094        1092    0m0.770s
184    096    NoCache           368           0    0m1.234s
185    096  NormCache          3382        3380    0m1.349s
186    097    NoCache             2           0    0m0.368s
187    097  NormCache             2           0    0m0.355s
188    098    NoCache             7           0   0m12.110s
189    098  NormCache             7           0   0m14.802s
190    099    NoCache           203           0    0m0.745s
191    099  NormCache          1580        1578    0m0.573s
192    100    NoCache           160           0    0m0.664s
193    100  NormCache          1157        1155    0m0.524s
194    101    NoCache           215           0    0m0.874s
195    101  NormCache          1681        1679    0m0.516s
196    102    NoCache          1246           0    0m4.092s
197    102  NormCache          4338        3852    0m4.272s
198    103    NoCache             6           0    0m0.458s
199    103  NormCache             6           0    0m0.381s
200    104    NoCache             6           0    0m0.446s
201    104  NormCache            10           6    0m0.370s
202    105    NoCache            70           0    0m0.730s
203    105  NormCache           428         426    0m0.382s
204    106    NoCache             2           0    0m0.357s
205    106  NormCache             2           0    0m0.399s
206    107    NoCache          6678           0  58m59.942s
207    107  NormCache          6680           4  49m28.443s
208    108    NoCache           371           0    0m1.110s
209    108  NormCache          3390        3388    0m0.712s
210    109    NoCache            33           0    0m0.455s
211    109  NormCache           137         122    0m0.446s
212    110    NoCache          1283           0   5m37.535s
213    110  NormCache          1285           4   6m30.415s
214    111    NoCache            12           0    0m0.398s
215    111  NormCache            12           0    0m0.386s
216    112    NoCache            19           0    0m0.433s
217    112  NormCache            19           2    0m0.394s
218    113    NoCache           181           0    0m0.679s
219    113  NormCache          1359        1357    0m0.605s
220    114    NoCache            18           0    0m0.408s
221    114  NormCache            90          86    0m0.369s
222    115    NoCache             5           0    0m6.673s
223    115  NormCache             5           0    0m4.357s
224    116    NoCache            28           0    0m2.513s
225    116  NormCache            28           0    0m2.614s
226    117    NoCache             2           0    0m0.356s
227    117  NormCache             2           0    0m0.359s
228    118    NoCache             2           0    0m0.363s
229    118  NormCache             2           0    0m0.375s
230    119    NoCache            93           0    0m0.463s
231    119  NormCache            93          17    0m0.598s
232    120    NoCache             4           0    0m1.561s
233    120  NormCache             4           0    0m1.367s
234    121    NoCache            44           0    0m1.395s
235    121  NormCache            44           0    0m1.869s
236    122    NoCache            68           0    0m0.504s
237    122  NormCache           424         422    0m0.419s
240    124    NoCache             2           0    0m0.280s
241    124  NormCache             2           0    0m0.325s
242    125    NoCache            10           0    0m0.362s
243    125  NormCache            10           0    0m0.300s
244    126    NoCache             4           0    0m0.294s
245    126  NormCache             6           2    0m0.354s
246    127    NoCache           958           0    0m2.880s
247    127  NormCache         10875       10873    0m1.836s
250    129    NoCache            24           0    0m0.407s
251    129  NormCache            91          82    0m0.353s
252    130    NoCache             4           0    0m0.352s
253    130  NormCache             4           0    0m0.373s
254    131    NoCache             6           0    0m0.316s
255    131  NormCache             6           0    0m0.383s
256    132    NoCache           452           0    0m2.363s
257    132  NormCache           452         136    0m3.536s
258    133    NoCache          6492           0   6m19.428s
259    133  NormCache          6492           0   7m13.467s
260    134    NoCache           994           0    0m2.509s
261    134  NormCache         11274       11272    0m1.333s
262    135    NoCache            15           0    0m0.423s
263    135  NormCache            15           0    0m0.387s
264    136    NoCache             4           0    0m0.326s
265    136  NormCache             4           0    0m0.367s
266    137    NoCache           183           0    0m0.679s
267    137  NormCache          1372        1370    0m0.976s
268    138    NoCache             3           0    0m0.376s
269    138  NormCache             4           2    0m0.314s
270    139    NoCache             6           0    0m0.399s
271    139  NormCache             6           0    0m0.391s
272    140    NoCache            49           0    0m0.545s
273    140  NormCache            49           9    0m0.507s
274    141    NoCache            89           0    0m0.517s
275    141  NormCache           384         368    0m0.625s
276    142    NoCache             8           0   0m27.772s
277    142  NormCache             8           0   0m26.451s
278    143    NoCache          1055           0    0m2.490s
279    143  NormCache         12125       12123    0m1.654s
280    144    NoCache            34           0    0m0.568s
281    144  NormCache            34           2    0m0.482s
284    146    NoCache            19           0   0m21.642s
285    146  NormCache            19           0    2m3.442s
286    147    NoCache          9484           0  19m14.667s
287    147  NormCache          9484           0   30m6.002s
288    148    NoCache            18           0    0m0.426s
289    148  NormCache            18           0    0m0.442s
290    149    NoCache            10           0   0m30.834s
291    149  NormCache            10           0   0m38.473s
292    150    NoCache          1125           0    0m2.557s
293    150  NormCache         13096       13094    0m1.716s
294    151    NoCache           101           0    0m0.572s
295    151  NormCache           655         653    0m0.597s
296    152    NoCache            73           0    0m0.500s
297    152  NormCache           454         452    0m0.513s
298    153    NoCache            27           0    0m0.412s
299    153  NormCache           110         100    0m0.417s
300    154    NoCache             5           0    0m7.993s
301    154  NormCache             5           0    0m4.318s
302    155    NoCache          2927           0  15m58.302s
303    155  NormCache          2929         190   16m8.671s
304    156    NoCache             4           0    0m1.625s
305    156  NormCache             4           0    0m1.405s
306    157    NoCache            99           0    0m0.598s
307    157  NormCache           649         647    0m0.470s
308    158    NoCache           367           0    0m0.877s
309    158  NormCache          3246        3244    0m0.881s
310    159    NoCache            31           0    0m0.457s
311    159  NormCache            31           2    0m0.415s
312    160    NoCache            13           0    0m0.387s
313    160  NormCache            13           2    0m0.398s
314    161    NoCache            26           0    0m0.424s
315    161  NormCache            26           0    0m0.430s
316    162    NoCache             2           0    0m0.300s
317    162  NormCache             2           0    0m0.365s
318    163    NoCache         18826           0   2m15.362s
319    163  NormCache        431630      431598   1m46.144s
320    164    NoCache             4           0    0m0.351s
321    164  NormCache             6           4    0m0.374s
322    165    NoCache             3           0    0m2.414s
323    165  NormCache             3           0    0m2.436s
324    166    NoCache            19           0   0m22.287s
325    166  NormCache            19           0    2m3.833s
326    167    NoCache            19           0   0m21.430s
327    167  NormCache            19           0    2m5.808s
328    168    NoCache             2           0    0m0.366s
329    168  NormCache             2           0    0m0.361s
330    169    NoCache           215           0    0m1.067s
331    169  NormCache          1655        1653    0m0.611s
332    170    NoCache            48           0    0m1.335s
333    170  NormCache            48           0    0m1.805s
334    171    NoCache             6           0    0m0.385s
335    171  NormCache             6           0    0m0.351s
336    172    NoCache           172           0    0m0.767s
337    172  NormCache          1267        1265    0m0.515s
338    173    NoCache             6           0    0m0.314s
339    173  NormCache             6           0    0m0.340s
340    175    NoCache          3353           0  31m59.056s
341    175  NormCache          3355          34  37m11.985s
342    176    NoCache           110           0    0m0.608s
343    176  NormCache           731         729    0m0.536s
344    177    NoCache           480           0    0m1.298s
345    177  NormCache          4752        4750    0m0.932s
346    178    NoCache             2           0    0m0.926s
347    178  NormCache             2           0    0m0.902s
348    179    NoCache            33           0    0m0.353s
349    179  NormCache            33           3    0m0.462s
350    180    NoCache            48           0    0m0.444s
351    180  NormCache            80          48    0m0.470s
352    181    NoCache           234           0    0m0.794s
353    181  NormCache          1877        1875    0m0.585s
354    182    NoCache            68           0    0m0.499s
355    182  NormCache           398         396    0m0.368s
356    183    NoCache           104           0    0m0.624s
357    183  NormCache           681         679    0m0.619s
358    184    NoCache          5298           0  14m10.044s
359    184  NormCache         10593        5296  20m53.440s
360    185    NoCache           180           0    0m0.870s
361    185  NormCache          1342        1340    0m0.589s
362    186    NoCache         10854           0   1m37.907s
363    186  NormCache         59825       57917   1m47.945s
364    187    NoCache             6           0    0m0.429s
365    187  NormCache            12           8    0m0.344s
366    188    NoCache          1126           0    0m2.831s
367    188  NormCache         13276       13274    0m1.797s
368    189    NoCache             9           0   0m31.766s
369    189  NormCache             9           0   0m30.324s
370    190    NoCache            86           0    0m0.573s
371    190  NormCache           562         560    0m0.428s
372    191    NoCache           924           0    0m2.293s
373    191  NormCache         10304       10302    0m1.337s
376    193    NoCache            85           0    0m0.522s
377    193  NormCache           537         535    0m0.477s
378    194    NoCache            46           0    0m0.409s
379    194  NormCache            46           0    0m0.452s
380    195    NoCache           148           0    0m0.651s
381    195  NormCache          1060        1058    0m0.625s
382    196    NoCache             2           0    0m0.419s
383    196  NormCache             2           0    0m0.406s
384    197    NoCache             2           0    0m0.388s
385    197  NormCache             2           0    0m0.371s
386    198    NoCache             5           0    0m7.869s
387    198  NormCache             5           0    0m4.199s
388    199    NoCache            48           0    0m1.337s
389    199  NormCache            48           0    0m1.872s
390    200    NoCache            57           0    0m0.493s
391    200  NormCache           314         312    0m0.420s
392    201    NoCache           534           0    0m1.447s
393    201  NormCache          5337        5335    0m0.985s
394    202    NoCache             2           0    0m0.272s
395    202  NormCache             2           0    0m0.345s
396    203    NoCache           187           0    0m0.667s
397    203  NormCache          1400        1398    0m0.541s
398    204    NoCache            72           0    0m0.435s
399    204  NormCache           231         208    0m0.463s
400    205    NoCache             2           0    0m0.385s
401    205  NormCache             2           0    0m0.388s
402    206    NoCache            36           0    0m0.417s
403    206  NormCache            36           6    0m0.442s
404    207    NoCache           167           0    0m0.622s
405    207  NormCache          1218        1216    0m0.591s
406    208    NoCache           157           0    0m0.608s
407    208  NormCache          1142        1140    0m0.563s
408    209    NoCache             7           0    0m0.393s
409    209  NormCache            13          11    0m0.361s
410    210    NoCache             4           0    0m0.422s
411    210  NormCache             6           4    0m0.353s
412    211    NoCache            70           0    0m0.496s
413    211  NormCache            70           8    0m0.466s
414    212    NoCache           330           0    0m0.960s
415    212  NormCache          4247        4224    0m0.773s
416    213    NoCache           313           0    0m0.751s
417    213  NormCache          2662        2660    0m0.609s
418    214    NoCache           996           0    0m2.267s
419    214  NormCache         11395       11393    0m1.604s
420    215    NoCache          1923           0    0m4.809s
421    215  NormCache         33413       33388    0m2.989s
422    216    NoCache            86           0    0m0.531s
423    216  NormCache           540         538    0m0.601s
426    218    NoCache             6           0    0m0.430s
427    218  NormCache             6           0    0m0.382s
428    219    NoCache           150           0    0m0.647s
429    219  NormCache          1210        1179    0m0.584s
430    220    NoCache             3           0    0m0.375s
431    220  NormCache             4           2    0m0.368s
432    221    NoCache            10           0    0m0.376s
433    221  NormCache            26          22    0m0.308s
434    222    NoCache             4           0    0m0.301s
435    222  NormCache             4           0    0m0.354s
436    223    NoCache           243           0    0m0.654s
437    223  NormCache          1978        1976    0m0.562s
438    224    NoCache             4           0    0m0.366s
439    224  NormCache             6           2    0m0.336s
440    226    NoCache          1122           0    0m7.463s
441    226  NormCache         13284       13282    0m6.475s
442    227    NoCache           653           0    0m2.816s
443    227  NormCache          2153        1960    0m2.620s
444    228    NoCache           644           0    0m1.458s
445    228  NormCache          9109        9084    0m1.174s
446    229    NoCache           110           0    0m0.570s
447    229  NormCache           713         711    0m0.421s
448    230    NoCache           602           0    0m1.489s
449    230  NormCache          6554        6552    0m0.824s
450    231    NoCache             6           0    0m0.402s
451    231  NormCache             6           0    0m0.420s
452    232    NoCache             2           0    0m0.848s
453    232  NormCache             2           0    0m0.865s
454    233    NoCache         10531           0  28m56.025s
455    233  NormCache         31585       21061  43m47.494s
456    234    NoCache             5           0    0m6.634s
457    234  NormCache             5           0    0m4.450s
458    235    NoCache          1548           0   7m38.802s
459    235  NormCache          1550           4    8m5.728s
460    236    NoCache            82           0    0m2.311s
461    236  NormCache            82          38    0m4.292s
462    237    NoCache            33           0    0m0.436s
463    237  NormCache            33           2    0m0.424s
464    238    NoCache             6           0    0m0.420s
465    238  NormCache             6           0    0m0.385s
466    239    NoCache            17           0    0m0.423s
467    239  NormCache            17           2    0m0.432s
468    240    NoCache            13           0    0m0.468s
469    240  NormCache            38          34    0m0.390s
470    241    NoCache            80           0    0m0.729s
471    241  NormCache           176         133    0m0.625s
472    242    NoCache            70           0    0m0.556s
473    242  NormCache           425         423    0m0.407s
474    243    NoCache          5597           0  16m24.773s
475    243  NormCache         11191        5595  23m57.730s
476    244    NoCache           319           0    0m1.050s
477    244  NormCache          2763        2761    0m0.935s
478    245    NoCache            12           0    0m0.868s
479    245  NormCache            12           0    0m0.762s
480    246    NoCache            15           0    0m0.334s
481    246  NormCache            15           0    0m0.420s
482    247    NoCache            75           0    0m0.497s
483    247  NormCache           487         485    0m0.426s
486    249    NoCache           291           0    0m0.799s
487    249  NormCache          2453        2451    0m0.697s
488    250    NoCache             5           0    0m8.225s
489    250  NormCache             5           0    0m4.327s
490    251    NoCache             2           0    0m0.367s
491    251  NormCache             2           0    0m0.363s
492    252    NoCache          8224           0   9m16.512s
493    252  NormCache       4245729     4245727   6m32.840s
494    253    NoCache           846           0   1m14.219s
495    253  NormCache        178510      178504   1m11.244s
496    254    NoCache            12           0    0m0.469s
497    254  NormCache            12           2    0m0.386s
498    255    NoCache             5           0    0m0.433s
499    255  NormCache             9           7    0m0.353s
500    256    NoCache            12           0    0m0.391s
501    256  NormCache            35          31    0m0.387s
502    257    NoCache             2           0    0m0.353s
503    257  NormCache             2           0    0m0.301s
504    258    NoCache           122           0    0m1.150s
505    258  NormCache           820         818    0m0.458s
506    259    NoCache          1487           0   1m47.903s
507    259  NormCache          1489           4   2m46.694s
508    260    NoCache             4           0    0m0.387s
509    260  NormCache             6           2    0m0.328s
510    261    NoCache          1378           0    0m5.005s
511    261  NormCache          5966        5507    0m4.875s
512    262    NoCache            10           0    0m0.973s
513    262  NormCache            12           4    0m1.211s
514    263    NoCache             4           0   1m14.713s
515    263  NormCache             4           0   1m56.704s
516    264    NoCache             2           0   0m17.802s
517    264  NormCache             2           0   0m13.895s
518    265    NoCache           152           0    0m0.625s
519    265  NormCache          1124        1122    0m0.542s
520    266    NoCache             4           0    0m0.326s
521    266  NormCache             6           2    0m0.395s
522    267    NoCache          1416           0    0m3.801s
523    267  NormCache         18987       18985    0m2.110s
524    268    NoCache            48           0    0m1.950s
525    268  NormCache            48           0    0m1.865s
526    269    NoCache             2           0    0m0.384s
527    269  NormCache             2           0    0m0.315s
528    270    NoCache          1140           0    0m2.647s
529    270  NormCache         13164       13162    0m1.881s
530    271    NoCache             5           0    0m6.812s
531    271  NormCache             5           0    0m4.398s
532    272    NoCache             5           0    0m6.764s
533    272  NormCache             5           0    0m4.504s
534    273    NoCache             4           0    0m0.370s
535    273  NormCache             4           0    0m0.380s
536    274    NoCache           161           0    0m0.646s
537    274  NormCache          1163        1161    0m0.559s
538    275    NoCache           177           0    0m0.671s
539    275  NormCache          1299        1297    0m0.604s
540    276    NoCache           898           0    0m2.214s
541    276  NormCache         10117       10115    0m2.123s
542    277    NoCache             2           0    0m2.084s
543    277  NormCache             2           0    0m1.088s
546    279    NoCache            14           0    0m0.405s
547    279  NormCache            14           4    0m0.445s
548    280    NoCache           234           0    0m0.855s
549    280  NormCache          1845        1843    0m0.574s
550    281    NoCache           162           0    0m0.688s
551    281  NormCache          1198        1196    0m0.625s
552    282    NoCache            89           0    0m0.659s
553    282  NormCache           548         546    0m0.512s
556    284    NoCache            27           0    0m0.417s
557    284  NormCache            27           0    0m0.432s
560    286    NoCache             6           0    0m0.433s
561    286  NormCache             6           0    0m0.387s
562    287    NoCache           100           0    0m0.637s
563    287  NormCache           785         783    0m0.513s
564    289    NoCache            21           0    0m5.892s
565    289  NormCache            21           0    0m6.285s
566    290    NoCache            94           0   0m11.996s
567    290  NormCache            96          10   0m14.213s
568    291    NoCache             2           0    0m0.378s
569    291  NormCache             2           0    0m0.309s
570    292    NoCache            28           0    0m0.434s
571    292  NormCache            28           0    0m0.412s
572    293    NoCache          9830           0  20m10.247s
573    293  NormCache          9830           0  31m40.028s
574    294    NoCache           162           0    0m0.843s
575    294  NormCache          1160        1158    0m0.624s
576    295    NoCache          2477           0   0m13.910s
577    295  NormCache          9156        8388   0m11.052s
578    296    NoCache            42           0    0m0.532s
579    296  NormCache            42           6    0m0.598s
580    297    NoCache           129           0    0m0.771s
581    297  NormCache           331         271    0m0.754s
582    298    NoCache             0           0    0m0.381s
583    298  NormCache             0           0    0m0.355s
584    299    NoCache             0           0    0m0.339s
585    299  NormCache             0           0    0m0.382s
586    300    NoCache           406           0    0m1.188s
587    300  NormCache          3750        3748    0m0.821s
588    301    NoCache             2           0    0m0.377s
589    301  NormCache             2           0    0m0.368s
592    303    NoCache             7           0    0m0.376s
593    303  NormCache            13           9    0m0.377s
594    304    NoCache          2978           0    0m7.394s
595    304  NormCache         41770       41768    0m4.027s
596    305    NoCache          8422           0   1m12.112s
597    305  NormCache         39462       37562   1m10.883s
598    306    NoCache           386           0    0m5.992s
599    306  NormCache           388           4    0m5.870s
600    307    NoCache             2           0    0m0.374s
601    307  NormCache             2           0    0m0.358s
602    308    NoCache            16           0    0m0.382s
603    308  NormCache            53          49    0m0.380s
604    309    NoCache           140           0    0m0.700s
605    309  NormCache          1046        1044    0m0.728s
606    310    NoCache            12           0   1m37.333s
607    310  NormCache            12           0   1m10.595s
608    311    NoCache             3           0    0m2.336s
609    311  NormCache             3           0    0m2.427s
610    312    NoCache           407           0    0m1.120s
611    312  NormCache          3851        3849    0m0.810s
612    313    NoCache           461           0    0m2.182s
613    313  NormCache          1723        1624    0m1.649s
614    314    NoCache            13           0    0m0.390s
615    314  NormCache            40          36    0m0.395s
616    315    NoCache             2           0    0m0.365s
617    315  NormCache             2           0    0m0.385s
618    316    NoCache           137           0    0m0.554s
619    316  NormCache           950         948    0m0.551s
622    318    NoCache          1503           0   1m28.880s
623    318  NormCache          1505           4   1m40.412s
624    319    NoCache             2           0    0m0.920s
625    319  NormCache             2           0    0m0.889s
626    320    NoCache            20           0    0m0.434s
627    320  NormCache            56          46    0m0.447s
628    321    NoCache           151           0    0m0.624s
629    321  NormCache          1079        1077    0m0.526s
630    322    NoCache             6           0    0m0.375s
631    322  NormCache             8           4    0m0.372s
632    323    NoCache           157           0    0m0.628s
633    323  NormCache           489         467    0m0.522s
634    324    NoCache            17           0    0m0.501s
635    324  NormCache            17           0    0m0.400s
636    325    NoCache             2           0    0m0.944s
637    325  NormCache             2           0    0m0.891s
638    326    NoCache            75           0    0m0.523s
639    326  NormCache           469         467    0m0.460s
640    327    NoCache            48           0    0m1.864s
641    327  NormCache            48           0    0m1.842s
642    328    NoCache           646           0    0m1.905s
643    328  NormCache          7018        7016    0m1.148s
644    329    NoCache          2899           0   0m12.142s
645    329  NormCache         18171       17018   0m12.134s
646    330    NoCache           152           0    0m0.828s
647    330  NormCache          1122        1120    0m0.550s
648    331    NoCache            56           0    0m0.548s
649    331  NormCache            58           4    0m0.472s
650    332    NoCache            14           0   1m36.077s
651    332  NormCache            14           0   1m34.008s
654    334    NoCache          1836           0   4m14.332s
655    334  NormCache          1838           4    5m0.015s
656    335    NoCache            31           0    0m0.422s
657    335  NormCache            31           7    0m0.370s
658    336    NoCache          7555           0    8m3.841s
659    336  NormCache       3580664     3580660   5m10.066s
660    337    NoCache           558           0   1m44.321s
661    337  NormCache           560          76   1m37.990s
664    339    NoCache             2           0   2m13.827s
665    339  NormCache             2           0   2m41.392s
666    340    NoCache            19           0   0m21.630s
667    340  NormCache            19           0    2m6.954s
668    341    NoCache            50           0    0m0.486s
669    341  NormCache            50          10    0m0.491s
670    342    NoCache           130           0    0m0.631s
671    342  NormCache           894         892    0m0.470s
672    343    NoCache           142           0    0m0.609s
673    343  NormCache          1025        1023    0m0.534s
674    344    NoCache             2           0    0m0.327s
675    344  NormCache             2           0    0m0.374s
676    345    NoCache             6           0    0m0.561s
677    345  NormCache             6           0    0m0.462s
678    346    NoCache          3977           0   0m21.457s
679    346  NormCache         27718       27530   0m26.840s
680    347    NoCache           342           0    0m2.756s
681    347  NormCache           344           4    0m2.821s
682    348    NoCache           851           0    0m1.829s
683    348  NormCache           851         271    0m2.140s
684    349    NoCache           162           0    0m0.974s
685    349  NormCache          1326        1291    0m0.627s
688    351    NoCache         52699           0   7m59.753s
689    351  NormCache       1252080     1252046    7m2.594s
690    352    NoCache           104           0    0m0.783s
691    352  NormCache           104           0    0m0.911s
692    353    NoCache             3           0    0m2.400s
693    353  NormCache             3           0    0m2.340s
694    354    NoCache           614           0   0m13.337s
695    354  NormCache         94251       94248    0m8.835s
696    355    NoCache            73           0    0m0.515s
697    355  NormCache           456         454    0m0.537s
698    356    NoCache            96           0    0m0.493s
699    356  NormCache           315         297    0m0.488s
700    357    NoCache            19           0    0m0.420s
701    357  NormCache            19           0    0m0.413s
702    358    NoCache             4           0    0m0.381s
703    358  NormCache             6           2    0m0.294s
704    359    NoCache             2           0    0m0.372s
705    359  NormCache             2           0    0m0.366s
706    360    NoCache             4           0    0m1.547s
707    360  NormCache             4           0    0m1.474s
708    361    NoCache           179           0    0m0.767s
709    361  NormCache           179          22    0m0.952s
710    362    NoCache           392           0    0m1.288s
711    362  NormCache          3670        3668    0m1.129s
712    363    NoCache            71           0    0m0.479s
713    363  NormCache            71          29    0m0.517s
714    364    NoCache            22           0    0m0.345s
715    364  NormCache            30           8    0m0.408s
716    365    NoCache             9           0    0m0.369s
717    365  NormCache            11           2    0m0.383s
718    366    NoCache          5710           0   0m16.562s
719    366  NormCache        111083      111058   0m11.830s
720    367    NoCache            93           0    0m0.597s
