Folder Mode ResultCount CacheHits Time1 Time2 Time3 TimeAvg
397      203      1400         1398       0m0.541s   0m0.613s   0m0.570s   0m0.575s
398      204      72           0          0m0.435s   0m0.683s   0m0.542s   0m0.553s
399      204      231          208        0m0.463s   0m0.629s   0m0.513s   0m0.535s
400      205      2            0          0m0.385s   0m0.386s   0m0.453s   0m0.408s
401      205      2            0          0m0.388s   0m0.305s   0m0.379s   0m0.357s
402      206      36           0          0m0.417s   0m0.514s   0m0.535s   0m0.489s
403      206      36           6          0m0.442s   0m0.454s   0m0.503s   0m0.466s
404      207      167          0          0m0.622s   0m0.730s   0m0.817s   0m0.723s
405      207      1218         1216       0m0.591s   0m0.467s   0m0.542s   0m0.533s
406      208      157          0          0m0.608s   0m0.680s   0m0.685s   0m0.658s
407      208      1142         1140       0m0.563s   0m0.552s   0m0.534s   0m0.550s
408      209      7            0          0m0.393s   0m0.394s   0m0.450s   0m0.412s
409      209      13           11         0m0.361s   0m0.373s   0m0.385s   0m0.373s
410      210      4            0          0m0.422s   0m0.373s   0m0.489s   0m0.428s
411      210      6            4          0m0.353s   0m0.385s   0m0.301s   0m0.346s
412      211      70           0          0m0.496s   0m0.525s   0m0.665s   0m0.562s
413      211      70           8          0m0.466s   0m0.509s   0m0.509s   0m0.495s
414      212      330          0          0m0.960s   0m1.063s   0m0.992s   0m1.005s
415      212      4247         4224       0m0.773s   0m0.870s   0m0.695s   0m0.779s
416      213      313          0          0m0.751s   0m0.919s   0m0.800s   0m0.823s
417      213      2662         2660       0m0.609s   0m0.707s   0m0.633s   0m0.650s
418      214      996          0          0m2.267s   0m2.212s   0m1.790s   0m2.090s
419      214      11395        11393      0m1.604s   0m1.561s   0m1.402s   0m1.522s
420      215      1923         0          0m4.809s   0m4.817s   0m3.609s   0m4.412s
421      215      33413        33388      0m2.989s   0m2.830s   0m2.956s   0m2.925s
422      216      86           0          0m0.531s   0m0.641s   0m0.610s   0m0.594s
423      216      540          538        0m0.601s   0m0.613s   0m0.547s   0m0.587s
426      218      6            0          0m0.430s   0m0.356s   0m0.475s   0m0.420s
427      218      6            0          0m0.382s   0m0.385s   0m0.326s   0m0.364s
428      219      150          0          0m0.647s   0m0.598s   0m0.690s   0m0.645s
429      219      1210         1179       0m0.584s   0m0.601s   0m0.671s   0m0.619s
430      220      3            0          0m0.375s   0m0.312s   0m0.425s   0m0.371s
431      220      4            2          0m0.368s   0m0.367s   0m0.296s   0m0.344s
432      221      10           0          0m0.376s   0m0.423s   0m0.486s   0m0.428s
433      221      26           22         0m0.308s   0m0.426s   0m0.440s   0m0.391s
434      222      4            0          0m0.301s   0m0.439s   0m0.434s   0m0.391s
435      222      4            0          0m0.354s   0m0.418s   0m0.339s   0m0.370s
436      223      243          0          0m0.654s   0m0.754s   0m0.621s   0m0.676s
437      223      1978         1976       0m0.562s   0m0.493s   0m0.652s   0m0.569s
438      224      4            0          0m0.366s   0m0.382s   0m0.455s   0m0.401s
439      224      6            2          0m0.336s   0m0.328s   0m0.382s   0m0.349s
440      226      1122         0          0m7.463s   0m11.246s  0m1.964s   0m6.891s
441      226      13284        13282      0m6.475s   0m16.330s  0m1.559s   0m8.121s
442      227      653          0          0m2.816s   0m2.559s   0m3.794s   0m3.056s
443      227      2153         1960       0m2.620s   0m4.853s   0m2.448s   0m3.307s
444      228      644          0          0m1.458s   0m2.154s   0m1.318s   0m1.643s
445      228      9109         9084       0m1.174s   0m2.871s   0m1.386s   0m1.810s
446      229      110          0          0m0.570s   0m0.615s   0m0.640s   0m0.608s
447      229      713          711        0m0.421s   0m0.699s   0m0.498s   0m0.539s
448      230      602          0          0m1.489s   0m1.630s   0m1.284s   0m1.468s
449      230      6554         6552       0m0.824s   0m1.948s   0m1.026s   0m1.266s
450      231      6            0          0m0.402s   0m0.352s   0m0.509s   0m0.421s
451      231      6            0          0m0.420s   0m0.522s   0m0.396s   0m0.446s
452      232      2            0          0m0.848s   0m1.020s   0m1.312s   0m1.060s
453      232      2            0          0m0.865s   0m1.110s   0m0.822s   0m0.932s
454      233      10531        0          28m56.025s 28m59.448s 56m54.225s 38m16.566s
455      233      31585        21061      43m47.494s 47m33.381s 44m8.388s  45m9.754s
456      234      5            0          0m6.634s   0m7.234s   0m6.252s   0m6.707s
457      234      5            0          0m4.450s   0m4.483s   0m4.491s   0m4.475s
458      235      1548         0          7m38.802s  7m31.488s  11m15.782s 8m48.691s
459      235      1550         4          8m5.728s   8m2.406s   7m38.254s  7m55.463s
460      236      82           0          0m2.311s   0m2.195s   0m4.668s   0m3.058s
461      236      82           38         0m4.292s   0m4.982s   0m4.152s   0m4.475s
462      237      33           0          0m0.436s   0m0.412s   0m0.614s   0m0.487s
463      237      33           2          0m0.424s   0m0.488s   0m0.430s   0m0.447s
464      238      6            0          0m0.420s   0m0.396s   0m0.492s   0m0.436s
465      238      6            0          0m0.385s   0m0.439s   0m0.378s   0m0.401s
466      239      17           0          0m0.423s   0m0.372s   0m0.512s   0m0.436s
467      239      17           2          0m0.432s   0m0.572s   0m0.434s   0m0.479s
468      240      13           0          0m0.468s   0m0.419s   0m0.528s   0m0.472s
469      240      38           34         0m0.390s   0m0.526s   0m0.412s   0m0.443s
470      241      80           0          0m0.729s   0m0.657s   0m0.778s   0m0.721s
471      241      176          133        0m0.625s   0m0.946s   0m0.570s   0m0.714s
472      242      70           0          0m0.556s   0m0.593s   0m0.566s   0m0.572s
473      242      425          423        0m0.407s   0m0.632s   0m0.412s   0m0.484s
474      243      5597         0          16m24.773s 16m22.339s 30m59.090s 21m15.401s
475      243      11191        5595       23m57.730s 26m3.287s  24m13.833s 24m44.950s
476      244      319          0          0m1.050s   0m1.192s   0m0.964s   0m1.069s
477      244      2763         2761       0m0.935s   0m1.176s   0m0.592s   0m0.901s
478      245      12           0          0m0.868s   0m0.949s   0m0.971s   0m0.929s
479      245      12           0          0m0.762s   0m0.871s   0m0.755s   0m0.796s
480      246      15           0          0m0.334s   0m0.458s   0m0.509s   0m0.434s
481      246      15           0          0m0.420s   0m0.430s   0m0.399s   0m0.416s
482      247      75           0          0m0.497s   0m0.835s   0m0.587s   0m0.640s
483      247      487          485        0m0.426s   0m0.753s   0m0.462s   0m0.547s
486      249      291          0          0m0.799s   0m0.979s   0m0.900s   0m0.893s
487      249      2453         2451       0m0.697s   0m1.057s   0m0.754s   0m0.836s
488      250      5            0          0m8.225s   0m8.291s   0m5.942s   0m7.486s
489      250      5            0          0m4.327s   0m4.593s   0m4.214s   0m4.378s
490      251      2            0          0m0.367s   0m0.360s   0m0.454s   0m0.394s
491      251      2            0          0m0.363s   0m0.380s   0m0.402s   0m0.382s
492      252      8224         0          9m16.512s  9m21.040s  7m23.079s  8m40.210s
493      252      4245729      4245727    6m32.840s  8m37.692s  6m34.383s  7m14.972s
494      253      846          0          1m14.219s  1m12.968s  1m35.106s  1m20.764s
495      253      178510       178504     1m11.244s  1m14.986s  1m11.930s  1m12.720s
496      254      12           0          0m0.469s   0m0.397s   0m0.644s   0m0.503s
497      254      12           2          0m0.386s   0m0.568s   0m0.376s   0m0.443s
498      255      5            0          0m0.433s   0m0.475s   0m0.390s   0m0.433s
499      255      9            7          0m0.353s   0m0.467s   0m0.312s   0m0.377s
500      256      12           0          0m0.391s   0m0.364s   0m0.558s   0m0.438s
501      256      35           31         0m0.387s   0m0.587s   0m0.387s   0m0.454s
502      257      2            0          0m0.353s   0m0.359s   0m0.498s   0m0.403s
503      257      2            0          0m0.301s   0m0.383s   0m0.284s   0m0.323s
504      258      122          0          0m1.150s   0m0.553s   0m1.005s   0m0.903s
505      258      820          818        0m0.458s   0m0.862s   0m0.547s   0m0.622s
506      259      1487         0          1m47.903s  1m51.436s  3m20.431s  2m19.923s
507      259      1489         4          2m46.694s  2m50.015s  2m48.818s  2m48.509s
508      260      4            0          0m0.387s   0m0.436s   0m0.735s   0m0.519s
509      260      6            2          0m0.328s   0m0.447s   0m0.379s   0m0.385s
510      261      1378         0          0m5.005s   0m4.875s   0m13.958s  0m7.946s
511      261      5966         5507       0m4.875s   0m9.198s   0m4.974s   0m6.349s
512      262      10           0          0m0.973s   0m0.938s   0m1.558s   0m1.156s
513      262      12           4          0m1.211s   0m1.551s   0m1.253s   0m1.338s
514      263      4            0          1m14.713s  1m12.227s  2m16.814s  1m34.585s
515      263      4            0          1m56.704s  1m57.040s  1m57.988s  1m57.244s
516      264      2            0          0m17.802s  0m17.345s  0m16.349s  0m17.165s
517      264      2            0          0m13.895s  0m13.774s  0m13.448s  0m13.706s
518      265      152          0          0m0.625s   0m0.731s   0m1.188s   0m0.848s
519      265      1124         1122       0m0.542s   0m0.685s   0m0.557s   0m0.595s
520      266      4            0          0m0.326s   0m0.324s   0m0.437s   0m0.362s
521      266      6            2          0m0.395s   0m0.363s   0m0.400s   0m0.386s
522      267      1416         0          0m3.801s   0m3.294s   0m7.192s   0m4.762s
523      267      18987        18985      0m2.110s   0m2.760s   0m2.132s   0m2.334s
524      268      48           0          0m1.950s   0m1.767s   0m2.124s   0m1.947s
525      268      48           0          0m1.865s   0m1.953s   0m1.712s   0m1.843s
526      269      2            0          0m0.384s   0m0.375s   0m0.479s   0m0.413s
527      269      2            0          0m0.315s   0m0.426s   0m0.421s   0m0.387s
528      270      1140         0          0m2.647s   0m2.602s   0m4.150s   0m3.133s
529      270      13164        13162      0m1.881s   0m2.916s   0m1.568s   0m2.122s
530      271      5            0          0m6.812s   0m6.673s   0m5.334s   0m6.273s
531      271      5            0          0m4.398s   0m4.479s   0m4.418s   0m4.432s
532      272      5            0          0m6.764s   0m6.697s   0m4.974s   0m6.145s
533      272      5            0          0m4.504s   0m4.703s   0m4.375s   0m4.527s
534      273      4            0          0m0.370s   0m0.307s   0m0.549s   0m0.409s
535      273      4            0          0m0.380s   0m0.456s   0m0.395s   0m0.410s
536      274      161          0          0m0.646s   0m0.692s   0m0.862s   0m0.733s
537      274      1163         1161       0m0.559s   0m0.899s   0m0.520s   0m0.659s
538      275      177          0          0m0.671s   0m0.605s   0m1.089s   0m0.788s
539      275      1299         1297       0m0.604s   0m0.824s   0m0.557s   0m0.662s
540      276      898          0          0m2.214s   0m2.162s   0m7.717s   0m4.031s
541      276      10117        10115      0m2.123s   0m2.333s   0m1.231s   0m1.896s
542      277      2            0          0m2.084s   0m2.211s   0m1.425s   0m1.907s
543      277      2            0          0m1.088s   0m1.192s   0m1.114s   0m1.131s
546      279      14           0          0m0.405s   0m0.460s   0m0.677s   0m0.514s
547      279      14           4          0m0.445s   0m0.651s   0m0.405s   0m0.500s
548      280      234          0          0m0.855s   0m0.895s   0m1.168s   0m0.973s
549      280      1845         1843       0m0.574s   0m0.900s   0m0.629s   0m0.701s
550      281      162          0          0m0.688s   0m0.791s   0m1.333s   0m0.937s
551      281      1198         1196       0m0.625s   0m1.628s   0m0.624s   0m0.959s
552      282      89           0          0m0.659s   0m0.511s   0m1.195s   0m0.788s
553      282      548          546        0m0.512s   0m0.699s   0m0.495s   0m0.569s
556      284      27           0          0m0.417s   0m0.415s   0m0.761s   0m0.531s
557      284      27           0          0m0.432s   0m0.518s   0m0.416s   0m0.455s
560      286      6            0          0m0.433s   0m0.439s   0m0.432s   0m0.435s
561      286      6            0          0m0.387s   0m0.448s   0m0.341s   0m0.392s
562      287      100          0          0m0.637s   0m0.701s   0m0.705s   0m0.681s
563      287      785          783        0m0.513s   0m0.711s   0m0.521s   0m0.582s
564      289      21           0          0m5.892s   0m6.857s   0m0.553s   0m4.434s
565      289      21           0          0m6.285s   0m15.011s  0m0.366s   0m7.221s
566      290      94           0          0m11.996s  0m11.560s  0m16.446s  0m13.334s
567      290      96           10         0m14.213s  0m14.587s  0m14.254s  0m14.351s
568      291      2            0          0m0.378s   0m0.402s   0m0.471s   0m0.417s
569      291      2            0          0m0.309s   0m0.347s   0m0.356s   0m0.337s
570      292      28           0          0m0.434s   0m0.426s   0m0.766s   0m0.542s
571      292      28           0          0m0.412s   0m0.548s   0m0.433s   0m0.464s
572      293      9830         0          20m10.247s 20m27.799s 42m46.652s 27m48.233s
573      293      9830         0          31m40.028s 35m6.315s  31m58.533s 32m54.959s
574      294      162          0          0m0.843s   0m0.758s   0m0.590s   0m0.730s
575      294      1160         1158       0m0.624s   0m0.931s   0m0.639s   0m0.731s
576      295      2477         0          0m13.910s  0m10.641s  0m13.470s  0m12.674s
577      295      9156         8388       0m11.052s  0m13.184s  0m11.050s  0m11.762s
578      296      42           0          0m0.532s   0m0.454s   0m0.566s   0m0.517s
579      296      42           6          0m0.598s   0m0.794s   0m0.537s   0m0.643s
580      297      129          0          0m0.771s   0m0.733s   0m0.837s   0m0.780s
581      297      331          271        0m0.754s   0m0.762s   0m0.808s   0m0.775s
582      298      0            0          0m0.381s   0m1.327s   0m1.041s   0m0.916s
583      298      0            0          0m0.355s   0m1.230s   0m0.902s   0m0.829s
584      299      0            0          0m0.339s   0m0.357s   0m0.445s   0m0.380s
585      299      0            0          0m0.382s   0m0.354s   0m0.340s   0m0.359s
586      300      406          0          0m1.188s   0m0.377s   0m0.429s   0m0.665s
587      300      3750         3748       0m0.821s   0m0.358s   0m0.446s   0m0.542s
588      301      2            0          0m0.377s   0m7.270s   0m4.762s   0m4.136s
589      301      2            0          0m0.368s   0m4.899s   0m3.779s   0m3.015s
592      303      7            0          0m0.376s   1m17.316s  2m8.987s   1m8.893s
593      303      13           9          0m0.377s   2m0.729s   1m8.561s   1m3.222s
594      304      2978         0          0m7.394s   0m6.009s   0m7.994s   0m7.132s
595      304      41770        41768      0m4.027s   0m6.216s   0m5.818s   0m5.354s
596      305      8422         0          1m12.112s  0m0.373s   0m0.477s   0m24.321s
597      305      39462        37562      1m10.883s  0m0.432s   0m0.356s   0m23.890s
598      306      386          0          0m5.992s   0m0.449s   0m0.441s   0m2.294s
599      306      388          4          0m5.870s   0m0.416s   0m0.325s   0m2.204s
600      307      2            0          0m0.374s   0m0.801s   0m0.841s   0m0.672s
601      307      2            0          0m0.358s   0m0.905s   0m0.743s   0m0.669s
602      308      16           0          0m0.382s   1m33.361s  1m50.996s  1m8.246s
603      308      53           49         0m0.380s   1m12.471s  1m14.345s  0m49.065s
604      309      140          0          0m0.700s   0m2.306s   0m4.129s   0m2.378s
605      309      1046         1044       0m0.728s   0m2.472s   0m2.716s   0m1.972s
606      310      12           0          1m37.333s  0m1.307s   0m1.323s   0m33.321s
607      310      12           0          1m10.595s  0m1.090s   0m0.855s   0m24.180s
608      311      3            0          0m2.336s   0m1.906s   0m2.050s   0m2.097s
609      311      3            0          0m2.427s   0m2.143s   0m1.723s   0m2.098s
610      312      407          0          0m1.120s   0m0.394s   0m0.452s   0m0.655s
611      312      3851         3849       0m0.810s   0m0.443s   0m0.390s   0m0.548s
612      313      461          0          0m2.182s   0m0.305s   0m0.482s   0m0.990s
613      313      1723         1624       0m1.649s   0m0.436s   0m0.378s   0m0.821s
614      314      13           0          0m0.390s   0m0.680s   0m0.600s   0m0.557s
615      314      40           36         0m0.395s   0m0.617s   0m0.662s   0m0.558s
616      315      2            0          0m0.365s   1m30.850s  2m6.657s   1m12.624s
617      315      2            0          0m0.385s   1m37.617s  1m36.524s  1m4.842s
618      316      137          0          0m0.554s   0m0.933s   0m1.281s   0m0.923s
619      316      950          948        0m0.551s   0m0.898s   0m0.826s   0m0.758s
622      318      1503         0          1m28.880s  0m0.452s   0m0.569s   0m29.967s
623      318      1505         4          1m40.412s  0m0.608s   0m0.417s   0m33.812s
624      319      2            0          0m0.920s   0m0.558s   0m0.789s   0m0.756s
625      319      2            0          0m0.889s   0m0.745s   0m0.548s   0m0.727s
626      320      20           0          0m0.434s   0m0.400s   0m0.496s   0m0.443s
627      320      56           46         0m0.447s   0m0.412s   0m0.392s   0m0.417s
628      321      151          0          0m0.624s   0m0.577s   0m0.719s   0m0.640s
629      321      1079         1077       0m0.526s   0m0.660s   0m0.522s   0m0.569s
630      322      6            0          0m0.375s   0m0.337s   0m0.565s   0m0.426s
631      322      8            4          0m0.372s   0m0.489s   0m0.415s   0m0.425s
632      323      157          0          0m0.628s   0m0.924s   0m1.348s   0m0.967s
633      323      489          467        0m0.522s   0m0.924s   0m0.827s   0m0.758s
634      324      17           0          0m0.501s   0m0.559s   0m0.613s   0m0.558s
635      324      17           0          0m0.400s   0m0.649s   0m0.491s   0m0.513s
636      325      2            0          0m0.944s   0m1.935s   0m2.759s   0m1.879s
637      325      2            0          0m0.891s   0m1.993s   0m1.840s   0m1.575s
638      326      75           0          0m0.523s   0m1.861s   0m1.418s   0m1.267s
639      326      469          467        0m0.460s   0m1.813s   0m1.339s   0m1.204s
640      327      48           0          0m1.864s   0m11.921s  0m17.632s  0m10.472s
641      327      48           0          0m1.842s   0m20.735s  0m12.819s  0m11.799s
642      328      646          0          0m1.905s   0m0.722s   0m0.729s   0m1.119s
643      328      7018         7016       0m1.148s   0m0.581s   0m0.544s   0m0.758s
644      329      2899         0          0m12.142s  0m0.528s   0m0.732s   0m4.467s
645      329      18171        17018      0m12.134s  0m0.663s   0m0.574s   0m4.457s
646      330      152          0          0m0.828s   1m32.808s  2m21.482s  1m18.373s
647      330      1122         1120       0m0.550s   1m38.024s  1m38.952s  1m5.842s
648      331      56           0          0m0.548s   4m25.635s  7m23.400s  3m56.528s
649      331      58           4          0m0.472s   5m20.402s  5m0.519s   3m27.131s
650      332      14           0          1m36.077s  0m0.515s   0m0.606s   0m32.399s
651      332      14           0          1m34.008s  0m0.660s   0m0.441s   0m31.703s
654      334      1836         0          4m14.332s  7m46.126s  6m3.084s   6m1.181s
655      334      1838         4          5m0.015s   7m3.838s   5m18.739s  5m47.531s
656      335      31           0          0m0.422s   1m47.645s  2m16.240s  1m21.436s
657      335      31           7          0m0.370s   1m39.549s  1m41.630s  1m7.183s
658      336      7555         0          8m3.841s   2m11.283s  3m46.126s  4m40.417s
659      336      3580664      3580660    5m10.066s  2m41.877s  2m44.711s  3m32.218s
660      337      558          0          1m44.321s  0m21.215s  3m2.833s   1m42.790s
661      337      560          76         1m37.990s  2m6.626s   2m6.825s   1m57.147s
664      339      2            0          2m13.827s  0m0.472s   0m0.622s   0m44.974s
665      339      2            0          2m41.392s  0m0.782s   0m0.494s   0m54.223s
666      340      19           0          0m21.630s  0m0.508s   0m0.711s   0m7.616s
667      340      19           0          2m6.954s   0m0.736s   0m0.569s   0m42.753s
668      341      50           0          0m0.486s   0m0.538s   0m0.663s   0m0.562s
669      341      50           10         0m0.491s   0m0.541s   0m0.553s   0m0.528s
670      342      130          0          0m0.631s   0m0.371s   0m0.485s   0m0.496s
671      342      894          892        0m0.470s   0m0.417s   0m0.317s   0m0.401s
672      343      142          0          0m0.609s   0m0.493s   0m0.608s   0m0.570s
673      343      1025         1023       0m0.534s   0m0.480s   0m0.480s   0m0.498s
674      344      2            0          0m0.327s   0m21.050s  0m27.940s  0m16.439s
675      344      2            0          0m0.374s   0m43.340s  0m17.607s  0m20.440s
676      345      6            0          0m0.561s   0m2.807s   0m3.288s   0m2.219s
677      345      6            0          0m0.462s   0m3.081s   0m2.942s   0m2.162s
678      346      3977         0          0m21.457s  0m1.766s   0m2.621s   0m8.615s
679      346      27718        27530      0m26.840s  0m3.186s   0m2.147s   0m10.724s
680      347      342          0          0m2.756s   0m0.656s   0m0.731s   0m1.381s
681      347      344          4          0m2.821s   0m0.655s   0m0.598s   0m1.358s
682      348      851          0          0m1.829s   8m28.938s  7m31.500s  5m20.756s
683      348      851          271        0m2.140s   16m37.436s 6m58.537s  7m52.704s
684      349      162          0          0m0.974s   0m0.715s   0m0.902s   0m0.864s
685      349      1326         1291       0m0.627s   0m1.147s   0m0.895s   0m0.890s
688      351      52699        0          7m59.753s  0m2.290s   0m2.858s   2m41.634s
689      351      1252080      1252046    7m2.594s   0m2.676s   0m2.426s   2m22.565s
690      352      104          0          0m0.783s   0m13.790s  0m12.479s  0m9.017s
691      352      104          0          0m0.911s   0m9.379s   0m8.449s   0m6.246s
692      353      3            0          0m2.400s   0m0.513s   0m0.679s   0m1.197s
693      353      3            0          0m2.340s   0m0.680s   0m0.467s   0m1.162s
694      354      614          0          0m13.337s  0m0.701s   0m0.748s   0m4.929s
695      354      94251        94248      0m8.835s   0m0.619s   0m0.493s   0m3.316s
696      355      73           0          0m0.515s   0m0.435s   0m0.575s   0m0.508s
697      355      456          454        0m0.537s   0m0.447s   0m0.431s   0m0.472s
698      356      96           0          0m0.493s   0m0.354s   0m0.441s   0m0.429s
699      356      315          297        0m0.488s   0m0.344s   0m0.307s   0m0.380s
700      357      19           0          0m0.420s   0m0.365s   0m0.410s   0m0.398s
701      357      19           0          0m0.413s   0m0.424s   0m0.367s   0m0.401s
702      358      4            0          0m0.381s   0m1.552s   0m1.728s   0m1.220s
703      358      6            2          0m0.294s   0m1.508s   0m1.494s   0m1.099s
704      359      2            0          0m0.372s   0m0.753s   0m1.572s   0m0.899s
705      359      2            0          0m0.366s   0m1.173s   0m0.900s   0m0.813s
706      360      4            0          0m1.547s   0m1.322s   0m1.147s   0m1.339s
707      360      4            0          0m1.474s   0m1.200s   0m0.783s   0m1.152s
708      361      179          0          0m0.767s   0m0.563s   0m0.742s   0m0.691s
709      361      179          22         0m0.952s   0m0.663s   0m0.523s   0m0.713s
710      362      392          0          0m1.288s   0m0.416s   0m0.737s   0m0.814s
711      362      3670         3668       0m1.129s   0m0.474s   0m0.381s   0m0.661s
712      363      71           0          0m0.479s   0m0.391s   0m0.533s   0m0.468s
713      363      71           29         0m0.517s   0m0.441s   0m0.380s   0m0.446s
714      364      22           0          0m0.345s   0m16.661s  0m24.198s  0m13.735s
715      364      30           8          0m0.408s   0m15.112s  0m8.759s   0m8.093s
716      365      9            0          0m0.369s   0m0.562s   0m0.820s   0m0.584s
717      365      11           2          0m0.383s   0m0.908s   0m0.508s   0m0.600s
718      366      5710         0          0m16.562s  0m45.021s  1m5.821s   0m42.468s
719      366      111083       111058     0m11.830s  0m54.312s  0m53.865s  0m40.002s
720      367      93           0          0m0.597s   0m0.547s   0m0.866s   0m0.670s
721      367      599          597        0m0.500s   0m2.356s   0m0.496s   0m1.117s
724      369      10           0          0m45.914s  0m0.413s   0m0.473s   0m15.600s
725      369      10           0          0m53.755s  0m0.384s   0m0.401s   0m18.180s
726      370      78           0          0m0.523s   0m0.527s   0m0.995s   0m0.682s
727      370      499          497        0m0.579s   0m0.652s   0m0.463s   0m0.565s
728      371      6            0          0m0.371s   0m7.518s   0m10.608s  0m6.166s
729      371      10           6          0m0.397s   0m7.943s   0m8.185s   0m5.508s
730      372      78           0          0m0.579s   0m0.751s   0m1.239s   0m0.856s
731      372      78           2          0m0.547s   0m1.079s   0m0.695s   0m0.774s
732      373      4            0          0m7.355s   0m2.313s   0m3.785s   0m4.484s
733      373      4            0          0m8.213s   0m9.704s   0m1.306s   0m6.408s
734      374      128          0          0m0.601s   0m1.629s   0m2.952s   0m1.727s
735      374      128          0          0m0.652s   0m5.429s   0m1.027s   0m2.369s
736      375      748          0          0m2.020s   1m10.718s  1m8.602s   0m47.113s
737      375      11388        11370      0m1.463s   1m0.743s   0m58.858s  0m40.355s
738      376      569          0          0m1.519s   0m0.374s   0m0.438s   0m0.777s
739      376      6040         6038       0m1.036s   0m0.400s   0m0.397s   0m0.611s
740      377      10           0          1m9.542s   0m0.336s   0m0.472s   0m23.450s
741      377      10           0          0m56.403s  0m1.016s   0m0.417s   0m19.279s
742      378      4            0          0m0.437s   0m0.387s   0m0.573s   0m0.466s
743      378      6            1          0m0.390s   0m0.477s   0m0.376s   0m0.414s
744      379      9            0          0m0.313s   0m0.376s   0m0.719s   0m0.469s
745      379      23           21         0m0.370s   0m0.425s   0m0.405s   0m0.400s
746      380      8            0          0m0.380s   0m2.405s   0m2.852s   0m1.879s
747      380      10           4          0m0.341s   0m2.620s   0m2.476s   0m1.812s
748      381      6            0          0m0.320s   0m0.389s   0m0.576s   0m0.428s
749      381      6            0          0m0.374s   0m1.076s   0m0.372s   0m0.607s
752      383      3            0          0m2.414s   0m14.881s  0m32.748s  0m16.681s
753      383      3            0          0m2.464s   1m12.309s  0m12.205s  0m28.993s
754      384      5            0          0m0.384s   0m3.295s   0m6.090s   0m3.256s
755      384      9            5          0m0.368s   0m4.247s   0m2.026s   0m2.214s
756      385      2231         0          0m13.878s  0m0.413s   0m0.723s   0m5.005s
757      385      12564        12396      0m12.328s  0m0.484s   0m0.575s   0m4.462s
758      386      1330         0          0m3.558s   0m0.724s   0m1.144s   0m1.809s
759      386      15955        15953      0m2.744s   0m0.854s   0m0.627s   0m1.408s
760      387      25           0          0m0.450s   0m0.382s   0m0.414s   0m0.415s
761      387      25           0          0m0.463s   0m0.522s   0m0.335s   0m0.440s
762      388      179          0          0m0.669s   0m0.823s   0m1.425s   0m0.972s
763      388      1461         1459       0m0.716s   0m0.784s   0m0.621s   0m0.707s
764      389      5            0          0m0.389s   0m0.558s   0m1.229s   0m0.725s
765      389      10           4          0m0.392s   0m0.810s   0m0.470s   0m0.557s
766      390      166          0          0m0.675s   0m1.052s   0m2.727s   0m1.485s
767      390      1235         1233       0m0.713s   0m1.459s   0m1.055s   0m1.076s
768      391      145          0          0m0.549s   0m2.239s   0m3.418s   0m2.069s
769      391      1026         1024       0m0.504s   0m3.006s   0m2.716s   0m2.075s
770      392      325          0          0m1.037s   0m0.485s   0m0.762s   0m0.761s
771      392      2879         2877       0m1.000s   0m0.619s   0m0.475s   0m0.698s
772      393      21           0          0m2.268s   0m2.633s   0m3.786s   0m2.896s
773      393      23           4          0m2.701s   0m2.446s   0m1.763s   0m2.303s
774      394      102          0          0m0.559s   0m7.952s   0m0.584s   0m3.032s
775      394      674          672        0m0.619s   0m15.126s  0m0.411s   0m5.385s
776      395      1160         0          0m2.853s   0m0.432s   0m0.463s   0m1.249s
777      395      13452        13450      0m1.949s   0m0.509s   0m0.385s   0m0.948s
778      397      16           0          0m4.989s   0m0.639s   0m0.641s   0m2.090s
779      397      44           42         0m7.646s   0m0.609s   0m0.469s   0m2.908s
780      398      6            0          0m0.435s   0m0.556s   0m0.532s   0m0.508s
781      398      6            0          0m0.432s   0m0.562s   0m0.392s   0m0.462s
782      399      78           0          0m0.463s   0m1.291s   0m0.776s   0m0.843s
783      399      500          498        0m0.474s   0m0.984s   0m0.635s   0m0.698s
786      401      15           0          0m0.396s   0m0.406s   0m0.543s   0m0.448s
787      401      15           0          0m0.363s   0m0.444s   0m0.321s   0m0.376s
788      402      165          0          0m0.653s   0m1.721s   0m1.489s   0m1.288s
789      402      1208         1206       0m0.599s   0m0.863s   0m0.510s   0m0.657s
790      403      6            0          0m0.373s   0m0.354s   0m0.490s   0m0.406s
791      403      6            0          0m0.325s   0m0.419s   0m0.390s   0m0.378s
792      404      160          0          0m0.898s   0m0.385s   0m0.485s   0m0.589s
793      404      1162         1160       0m0.723s   0m0.537s   0m0.319s   0m0.526s
794      405      4            0          0m0.370s   0m0.458s   0m0.802s   0m0.543s
795      405      6            2          0m0.372s   0m0.522s   0m0.481s   0m0.458s
796      406      6            0          0m0.379s   0m0.683s   0m1.111s   0m0.724s
797      406      12           8          0m0.366s   0m0.760s   0m0.539s   0m0.555s
798      407      48           0          0m0.387s   0m1.011s   0m0.752s   0m0.717s
799      407      48           4          0m0.458s   0m0.694s   0m0.449s   0m0.534s
800      408      149          0          0m0.808s   0m0.728s   0m0.670s   0m0.735s
801      408      1448         1434       0m0.516s   0m0.699s   0m0.479s   0m0.565s
802      409      68           0          0m0.629s   0m0.404s   0m0.407s   0m0.480s
803      409      404          402        0m0.452s   0m0.463s   0m0.379s   0m0.431s
804      410      80           0          0m0.574s   0m0.654s   0m0.490s   0m0.573s
805      410      516          514        0m0.658s   0m0.607s   0m0.470s   0m0.578s
