    Folder       Mode  Result Count  Cache Hits   Real Time
674    365    NoCache             9           0    0m0.391s
675    365  NormCache             9           0    0m0.441s
676    366    NoCache          5710           0   0m16.661s
677    366  NormCache          5710           0   0m15.112s
678    367    NoCache            93           0    0m0.562s
679    367  NormCache            93           0    0m0.908s
680    369    NoCache            10           0   0m45.021s
681    369  NormCache            10           0   0m54.312s
682    370    NoCache            78           0    0m0.547s
683    370  NormCache            78           0    0m2.356s
684    371    NoCache             6           0    0m0.413s
685    371  NormCache             6           0    0m0.384s
686    372    NoCache            78           0    0m0.527s
687    372  NormCache            78           0    0m0.652s
688    373    NoCache             4           0    0m7.518s
689    373  NormCache             4           0    0m7.943s
690    374    NoCache           128           0    0m0.751s
691    374  NormCache           128           0    0m1.079s
692    375    NoCache           748           0    0m2.313s
693    375  NormCache           748           0    0m9.704s
694    376    NoCache           569           0    0m1.629s
695    376  NormCache           569           0    0m5.429s
696    377    NoCache            10           0   1m10.718s
697    377  NormCache            10           0    1m0.743s
698    378    NoCache             4           0    0m0.374s
699    378  NormCache             4           0    0m0.400s
700    379    NoCache             9           0    0m0.336s
701    379  NormCache             9           0    0m1.016s
702    380    NoCache             8           0    0m0.387s
703    380  NormCache             8           0    0m0.477s
704    381    NoCache             6           0    0m0.376s
705    381  NormCache             6           0    0m0.425s
706    383    NoCache             3           0    0m2.405s
707    383  NormCache             3           0    0m2.620s
708    384    NoCache             5           0    0m0.389s
709    384  NormCache             5           0    0m1.076s
710    385    NoCache          2231           0   0m14.881s
711    385  NormCache          2231           0   1m12.309s
712    386    NoCache          1330           0    0m3.295s
713    386  NormCache          1330           0    0m4.247s
714    387    NoCache            25           0    0m0.413s
715    387  NormCache            25           0    0m0.484s
716    388    NoCache           179           0    0m0.724s
717    388  NormCache           179           0    0m0.854s
718    389    NoCache             5           0    0m0.382s
719    389  NormCache             5           0    0m0.522s
720    390    NoCache           166           0    0m0.823s
721    390  NormCache           166           0    0m0.784s
722    391    NoCache           145           0    0m0.558s
723    391  NormCache           145           0    0m0.810s
724    392    NoCache           325           0    0m1.052s
725    392  NormCache           325           0    0m1.459s
726    393    NoCache            21           0    0m2.239s
727    393  NormCache            21           0    0m3.006s
728    394    NoCache           102           0    0m0.485s
729    394  NormCache           102           0    0m0.619s
730    395    NoCache          1160           0    0m2.633s
731    395  NormCache          1160           0    0m2.446s
732    397    NoCache            16           0    0m7.952s
733    397  NormCache            16           0   0m15.126s
734    398    NoCache             6           0    0m0.432s
735    398  NormCache             6           0    0m0.509s
736    399    NoCache            78           0    0m0.639s
737    399  NormCache            78           0    0m0.609s
738    401    NoCache            15           0    0m0.556s
739    401  NormCache            15           0    0m0.562s
740    402    NoCache           165           0    0m1.291s
741    402  NormCache           165           0    0m0.984s
742    403    NoCache             6           0    0m0.406s
743    403  NormCache             6           0    0m0.444s
744    404    NoCache           160           0    0m1.721s
745    404  NormCache           160           0    0m0.863s
746    405    NoCache             4           0    0m0.354s
747    405  NormCache             4           0    0m0.419s
748    406    NoCache             6           0    0m0.385s
749    406  NormCache             6           0    0m0.537s
750    407    NoCache            48           0    0m0.458s
751    407  NormCache            48           0    0m0.522s
752    408    NoCache           149           0    0m0.683s
753    408  NormCache           149           0    0m0.760s
754    409    NoCache            68           0    0m1.011s
755    409  NormCache            68           0    0m0.694s
756    410    NoCache            80           0    0m0.728s
757    410  NormCache            80           0    0m0.699s
758    411    NoCache             6           0    0m0.404s
759    411  NormCache             6           0    0m0.463s
760    412    NoCache            47           0    0m0.654s
761    412  NormCache            47           0    0m0.607s
762    413    NoCache             6           0    0m0.411s
763    413  NormCache             6           0    0m0.432s
764    414    NoCache          7828           0   8m39.955s
765    414  NormCache          7828           0   7m30.129s
766    415    NoCache           260           0    0m0.947s
767    415  NormCache           260           0    0m0.825s
768    416    NoCache             6           0    0m0.393s
769    416  NormCache             6           0    0m0.403s
770    417    NoCache             2           0    0m0.386s
771    417  NormCache             2           0    0m0.431s
772    418    NoCache          3131           0  22m19.704s
773    418  NormCache          3131           0  22m36.733s
774    419    NoCache            37           0    0m0.471s
775    419  NormCache            37           0    0m0.766s
776    420    NoCache             5           0    0m8.238s
777    420  NormCache             5           0    0m4.310s
778    421    NoCache           679           0    0m1.766s
779    421  NormCache           679           0    0m1.873s
780    422    NoCache             7           0    0m0.447s
781    422  NormCache             7           0    0m0.455s
782    423    NoCache           294           0    0m1.090s
783    423  NormCache           294           0    0m1.195s
784    424    NoCache           182           0    0m0.714s
785    424  NormCache           182           0    0m0.647s
786    425    NoCache            39           0    0m0.407s
787    425  NormCache            39           0    0m0.530s
788    426    NoCache           154           0    0m0.810s
789    426  NormCache           154           0    0m0.700s
790    427    NoCache           219           0    0m0.846s
791    427  NormCache           219           0    0m0.660s
792    428    NoCache            37           0    0m0.421s
793    428  NormCache            37           0    0m0.452s
794    429    NoCache           339           0    0m0.936s
795    429  NormCache           339           0    0m0.913s
796    430    NoCache           383           0    0m1.385s
797    430  NormCache           383           0    0m1.127s
798    431    NoCache           160           0    0m0.692s
799    431  NormCache           160           0    0m0.815s
800    432    NoCache            30           0    0m0.459s
801    432  NormCache            30           0    0m0.427s
802    433    NoCache            19           0   0m22.618s
803    433  NormCache            19           0    2m3.214s
804    434    NoCache             2           0    0m0.364s
805    434  NormCache             2           0    0m0.434s
806    435    NoCache             4           0    0m7.662s
807    435  NormCache             4           0    0m8.117s
808    436    NoCache            99           0    0m0.586s
809    436  NormCache            99           0    0m0.862s
810    437    NoCache            79           0    0m0.526s
811    437  NormCache            79           0    0m0.672s
812    438    NoCache             5           0    0m8.140s
813    438  NormCache             5           0    0m4.978s
814    439    NoCache             5           0    0m6.719s
815    439  NormCache             5           0    0m5.116s
816    440    NoCache           240           0    0m0.757s
817    440  NormCache           240           0    0m0.827s

Percentual Decrease in Time for DumbCache and NormCache in relation to NoCache:
DumbCache % Time Decrease: nan
NormCache % Time Decrease: -5.88

Average % Cache Hits (in relation to the result count) for the 2 caching modes:
DumbCache % Cache Hits    NaN
NormCache % Cache Hits    0.0
dtype: float64
