    Folder       Mode  Result Count  Cache Hits    Real Time
81     041    NoCache           204           0     0m1.061s
82     042    NoCache            30           0     0m0.482s
83     042  NormCache            30           0     0m0.359s
84     043  NormCache          3093        3091     0m0.955s
85     043    NoCache           350           0     0m1.615s
86     044    NoCache         24942           0   10m21.166s
87     044  NormCache        149018      146692    4m20.044s
88     045    NoCache            19           0     0m0.594s
89     045  NormCache            21           4     0m0.411s
90     046    NoCache             5           0     0m8.073s
91     046  NormCache             5           0     0m4.234s
92     047  NormCache             2           0     0m0.362s
93     047    NoCache             2           0     0m0.364s
94     048    NoCache            29           0     0m0.518s
95     048  NormCache            29           2     0m0.432s
96     049  NormCache             2           0     0m0.274s
97     049    NoCache             2           0     0m0.376s
98     050  NormCache           663         661     0m0.497s
99     050    NoCache           103           0     0m0.595s
100    051  NormCache            27           0     0m1.560s
101    051    NoCache            27           0     0m1.174s
102    052  NormCache          1135        1133     0m0.513s
103    052    NoCache           156           0     0m0.978s
104    053    NoCache            11           0     0m0.449s
105    053  NormCache            26          24     0m0.306s
106    054    NoCache             6           0     0m0.486s
107    054  NormCache             6           0     0m0.308s
108    055    NoCache            36           0     0m0.554s
109    055  NormCache            36           0     0m0.504s
110    056    NoCache             4           0     0m1.636s
111    056  NormCache             4           0     0m1.537s
112    057  NormCache            43           0     0m0.425s
113    057    NoCache            43           0     0m0.486s
114    058    NoCache             6           0     0m0.336s
115    058  NormCache             6           0     0m0.381s
116    059  NormCache             5           0     0m4.135s
117    059    NoCache             5           0     0m7.950s
118    060  NormCache            15          11     0m0.298s
119    060    NoCache             7           0     0m0.438s
120    061    NoCache           155           0     0m1.091s
121    061  NormCache          1125        1123     0m0.554s
122    062  NormCache          1014        1012     0m0.492s
123    062    NoCache           139           0     0m0.803s
124    063  NormCache          4439        4437     0m0.669s
125    063    NoCache           440           0     0m1.679s
126    064    NoCache           598           0     0m2.487s
127    064  NormCache          6464        6462     0m1.152s
128    065    NoCache           562           0     0m1.837s
129    065  NormCache          5866        5864     0m0.996s
130    066  NormCache            12           0     0m0.396s
131    066    NoCache            12           0     0m0.434s
132    067  NormCache            34          28     0m0.383s
133    067    NoCache            12           0     0m0.471s
134    068  NormCache         20836       10423   42m32.859s
135    068    NoCache         10420           0   30m47.663s
136    069    NoCache           462           0     0m1.484s
137    069  NormCache          4599        4597     0m0.923s
138    070    NoCache            59           0     0m0.492s
139    070  NormCache           326         324     0m0.454s
140    071  NormCache          1353        1351     0m0.613s
141    071    NoCache           181           0     0m0.916s
142    072  NormCache         46795       46793     0m4.750s
143    072    NoCache          3287           0    0m11.657s
144    073  NormCache             6           4     0m0.408s
145    073    NoCache             4           0     0m0.359s
146    074    NoCache             6           0     0m0.389s
147    074  NormCache             6           0     0m0.366s
148    075    NoCache            11           0     0m0.411s
149    075  NormCache            30          24     0m0.355s
150    076    NoCache          7039           0    1m24.633s
151    076  NormCache         31071       30743    0m53.600s
152    077    NoCache             0           0     0m0.420s
153    077  NormCache             0           0     0m0.367s
154    078    NoCache             5           0     0m6.560s
155    078  NormCache             5           0     0m4.538s
156    079  NormCache            34           4     0m0.498s
157    079    NoCache            34           0     0m0.705s
158    080  NormCache            55          16     0m0.456s
159    080    NoCache            55           0     0m0.496s
160    081    NoCache             0           0   21m24.095s
161    081  NormCache             0           0    8m17.586s
162    082    NoCache            25           0    0m13.755s
163    082  NormCache            34          13     0m9.579s
164    083    NoCache             2           0     0m0.495s
165    083  NormCache             2           0     0m0.412s
166    084  NormCache            31           0     0m0.472s
167    084    NoCache            31           0     0m0.557s
168    085  NormCache             4           0    1m43.065s
169    085    NoCache             4           0    1m29.438s
170    086  NormCache          1229        1227     0m0.615s
171    086    NoCache           161           0     0m0.840s
172    087    NoCache            59           0     0m0.510s
173    087  NormCache           114          78     0m0.468s
174    088    NoCache            11           0     0m0.472s
175    088  NormCache            11           0     0m0.363s
176    089  NormCache          2716        2714     0m0.703s
177    089    NoCache           308           0     0m1.556s
178    090  NormCache       3547694     3547692     5m8.983s
179    090    NoCache          7520           0    9m18.741s
180    091  NormCache          1117        1115     0m0.498s
181    091    NoCache           154           0     0m0.791s
182    092    NoCache          8274           0   11m12.780s
183    092  NormCache       4293582     4293580    6m51.048s
184    093  NormCache             0           0     0m0.363s
185    093    NoCache             0           0     0m0.380s
186    094    NoCache             0           0     0m0.384s
187    094  NormCache             0           0     0m0.319s
188    095  NormCache          1094        1092     0m0.770s
189    095    NoCache           152           0     0m0.751s
190    096    NoCache           368           0     0m1.234s
191    096  NormCache          3382        3380     0m1.349s
192    097    NoCache             2           0     0m0.368s
193    097  NormCache             2           0     0m0.355s
194    098  NormCache             7           0    0m14.802s
195    098    NoCache             7           0    0m12.110s
196    099  NormCache          1580        1578     0m0.573s
197    099    NoCache           203           0     0m0.745s
198    100    NoCache           160           0     0m0.664s
199    100  NormCache          1157        1155     0m0.524s
200    101  NormCache          1681        1679     0m0.516s
201    101    NoCache           215           0     0m0.874s
202    102    NoCache          1246           0     0m4.092s
203    102  NormCache          4338        3852     0m4.272s
204    103    NoCache             6           0     0m0.458s
205    103  NormCache             6           0     0m0.381s
206    104  NormCache            10           6     0m0.370s
207    104    NoCache             6           0     0m0.446s
208    105  NormCache           428         426     0m0.382s
209    105    NoCache            70           0     0m0.730s
210    106  NormCache             2           0     0m0.399s
211    106    NoCache             2           0     0m0.357s
212    107    NoCache          6678           0   58m59.942s
213    107  NormCache          6680           4   49m28.443s
214    108    NoCache           371           0     0m1.110s
215    108  NormCache          3390        3388     0m0.712s
216    109  NormCache           137         122     0m0.446s
217    109    NoCache            33           0     0m0.455s
218    110  NormCache          1285           4    6m30.415s
219    110    NoCache          1283           0    5m37.535s
220    111    NoCache            12           0     0m0.398s
221    111  NormCache            12           0     0m0.386s
222    112  NormCache            19           2     0m0.394s
223    112    NoCache            19           0     0m0.433s
224    113    NoCache           181           0     0m0.679s
225    113  NormCache          1359        1357     0m0.605s
226    114    NoCache            18           0     0m0.408s
227    114  NormCache            90          86     0m0.369s
228    115    NoCache             5           0     0m6.673s
229    115  NormCache             5           0     0m4.357s
230    116  NormCache            28           0     0m2.614s
231    116    NoCache            28           0     0m2.513s
232    117    NoCache             2           0     0m0.356s
233    117  NormCache             2           0     0m0.359s
234    118  NormCache             2           0     0m0.375s
235    118    NoCache             2           0     0m0.363s
236    119  NormCache            93          17     0m0.598s
237    119    NoCache            93           0     0m0.463s
238    120  NormCache             4           0     0m1.367s
239    120    NoCache             4           0     0m1.561s
240    121    NoCache            44           0     0m1.395s
241    121  NormCache            44           0     0m1.869s
242    122    NoCache            68           0     0m0.504s
243    122  NormCache           424         422     0m0.419s
244    123    NoCache             0           0     0m0.358s
245    123  NormCache             0           0     0m0.350s
246    124    NoCache             2           0     0m0.280s
247    124  NormCache             2           0     0m0.325s
248    125    NoCache            10           0     0m0.362s
249    125  NormCache            10           0     0m0.300s
250    126    NoCache             4           0     0m0.294s
251    126  NormCache             6           2     0m0.354s
252    127    NoCache           958           0     0m2.880s
253    127  NormCache         10875       10873     0m1.836s
254    128    NoCache             0           0     0m0.346s
255    128  NormCache             0           0     0m0.348s
256    129    NoCache            24           0     0m0.407s
257    129  NormCache            91          82     0m0.353s
258    130    NoCache             4           0     0m0.352s
259    130  NormCache             4           0     0m0.373s
260    131  NormCache             6           0     0m0.383s
261    131    NoCache             6           0     0m0.316s
262    132    NoCache           452           0     0m2.363s
263    132  NormCache           452         136     0m3.536s
264    133    NoCache          6492           0    6m19.428s
265    133  NormCache          6492           0    7m13.467s
266    134    NoCache           994           0     0m2.509s
267    134  NormCache         11274       11272     0m1.333s
268    135    NoCache            15           0     0m0.423s
269    135  NormCache            15           0     0m0.387s
270    136    NoCache             4           0     0m0.326s
271    136  NormCache             4           0     0m0.367s
272    137  NormCache          1372        1370     0m0.976s
273    137    NoCache           183           0     0m0.679s
274    138  NormCache             4           2     0m0.314s
275    138    NoCache             3           0     0m0.376s
276    139    NoCache             6           0     0m0.399s
277    139  NormCache             6           0     0m0.391s
278    140    NoCache            49           0     0m0.545s
279    140  NormCache            49           9     0m0.507s
280    141    NoCache            89           0     0m0.517s
281    141  NormCache           384         368     0m0.625s
282    142  NormCache             8           0    0m26.451s
283    142    NoCache             8           0    0m27.772s
284    143    NoCache          1055           0     0m2.490s
285    143  NormCache         12125       12123     0m1.654s
286    144    NoCache            34           0     0m0.568s
287    144  NormCache            34           2     0m0.482s
288    145  NormCache             0           0     0m0.369s
289    145    NoCache             0           0     0m0.316s
290    146    NoCache            19           0    0m21.642s
291    146  NormCache            19           0     2m3.442s
292    147  NormCache          9484           0    30m6.002s
293    147    NoCache          9484           0   19m14.667s
294    148    NoCache            18           0     0m0.426s
295    148  NormCache            18           0     0m0.442s
296    149  NormCache            10           0    0m38.473s
297    149    NoCache            10           0    0m30.834s
298    150    NoCache          1125           0     0m2.557s
299    150  NormCache         13096       13094     0m1.716s
300    151    NoCache           101           0     0m0.572s
301    151  NormCache           655         653     0m0.597s
302    152  NormCache           454         452     0m0.513s
303    152    NoCache            73           0     0m0.500s
304    153  NormCache           110         100     0m0.417s
305    153    NoCache            27           0     0m0.412s
306    154    NoCache             5           0     0m7.993s
307    154  NormCache             5           0     0m4.318s
308    155  NormCache          2929         190    16m8.671s
309    155    NoCache          2927           0   15m58.302s
310    156  NormCache             4           0     0m1.405s
311    156    NoCache             4           0     0m1.625s
312    157  NormCache           649         647     0m0.470s
313    157    NoCache            99           0     0m0.598s
314    158  NormCache          3246        3244     0m0.881s
315    158    NoCache           367           0     0m0.877s
316    159  NormCache            31           2     0m0.415s
317    159    NoCache            31           0     0m0.457s
318    160  NormCache            13           2     0m0.398s
319    160    NoCache            13           0     0m0.387s
320    161    NoCache            26           0     0m0.424s
321    161  NormCache            26           0     0m0.430s
322    162  NormCache             2           0     0m0.365s
323    162    NoCache             2           0     0m0.300s
324    163  NormCache        431630      431598    1m46.144s
325    163    NoCache         18826           0    2m15.362s
326    164  NormCache             6           4     0m0.374s
327    164    NoCache             4           0     0m0.351s
328    165    NoCache             3           0     0m2.414s
329    165  NormCache             3           0     0m2.436s
330    166    NoCache            19           0    0m22.287s
331    166  NormCache            19           0     2m3.833s
332    167  NormCache            19           0     2m5.808s
333    167    NoCache            19           0    0m21.430s
334    168    NoCache             2           0     0m0.366s
335    168  NormCache             2           0     0m0.361s
336    169  NormCache          1655        1653     0m0.611s
337    169    NoCache           215           0     0m1.067s
338    170    NoCache            48           0     0m1.335s
339    170  NormCache            48           0     0m1.805s
340    171    NoCache             6           0     0m0.385s
341    171  NormCache             6           0     0m0.351s
342    172  NormCache          1267        1265     0m0.515s
343    172    NoCache           172           0     0m0.767s
344    173  NormCache             6           0     0m0.340s
345    173    NoCache             6           0     0m0.314s
346    174  NormCache             0           0  131m37.178s
347    174    NoCache          1402           0    5m21.323s
348    175  NormCache          3355          34   37m11.985s
349    175    NoCache          3353           0   31m59.056s
350    176  NormCache           731         729     0m0.536s
351    176    NoCache           110           0     0m0.608s
352    177  NormCache          4752        4750     0m0.932s
353    177    NoCache           480           0     0m1.298s
354    178    NoCache             2           0     0m0.926s
355    178  NormCache             2           0     0m0.902s
356    179  NormCache            33           3     0m0.462s
357    179    NoCache            33           0     0m0.353s
358    180    NoCache            48           0     0m0.444s
359    180  NormCache            80          48     0m0.470s
360    181    NoCache           234           0     0m0.794s
361    181  NormCache          1877        1875     0m0.585s
362    182    NoCache            68           0     0m0.499s
363    182  NormCache           398         396     0m0.368s
364    183  NormCache           681         679     0m0.619s
365    183    NoCache           104           0     0m0.624s
366    184  NormCache         10593        5296   20m53.440s
367    184    NoCache          5298           0   14m10.044s
368    185  NormCache          1342        1340     0m0.589s
369    185    NoCache           180           0     0m0.870s
370    186  NormCache         59825       57917    1m47.945s
371    186    NoCache         10854           0    1m37.907s
372    187    NoCache             6           0     0m0.429s
373    187  NormCache            12           8     0m0.344s
374    188    NoCache          1126           0     0m2.831s
375    188  NormCache         13276       13274     0m1.797s
376    189    NoCache             9           0    0m31.766s
377    189  NormCache             9           0    0m30.324s
378    190    NoCache            86           0     0m0.573s
379    190  NormCache           562         560     0m0.428s
380    191  NormCache         10304       10302     0m1.337s
381    191    NoCache           924           0     0m2.293s
382    192  NormCache             0           0     0m0.337s
383    192    NoCache             0           0     0m0.354s
384    193    NoCache            85           0     0m0.522s
385    193  NormCache           537         535     0m0.477s
386    194  NormCache            46           0     0m0.452s
387    194    NoCache            46           0     0m0.409s
388    195  NormCache          1060        1058     0m0.625s
389    195    NoCache           148           0     0m0.651s
390    196  NormCache             2           0     0m0.406s
391    196    NoCache             2           0     0m0.419s
392    197  NormCache             2           0     0m0.371s
393    197    NoCache             2           0     0m0.388s
394    198    NoCache             5           0     0m7.869s
395    198  NormCache             5           0     0m4.199s
396    199  NormCache            48           0     0m1.872s
397    199    NoCache            48           0     0m1.337s
398    200    NoCache            57           0     0m0.493s
399    200  NormCache           314         312     0m0.420s
400    201  NormCache          5337        5335     0m0.985s
401    201    NoCache           534           0     0m1.447s
402    202    NoCache             2           0     0m0.272s
403    202  NormCache             2           0     0m0.345s
404    203    NoCache           187           0     0m0.667s
405    203  NormCache          1400        1398     0m0.541s
406    204  NormCache           231         208     0m0.463s
407    204    NoCache            72           0     0m0.435s
408    205    NoCache             2           0     0m0.385s
409    205  NormCache             2           0     0m0.388s
410    206    NoCache            36           0     0m0.417s
411    206  NormCache            36           6     0m0.442s
412    207  NormCache          1218        1216     0m0.591s
413    207    NoCache           167           0     0m0.622s
414    208    NoCache           157           0     0m0.608s
415    208  NormCache          1142        1140     0m0.563s
416    209  NormCache            13          11     0m0.361s
417    209    NoCache             7           0     0m0.393s
418    210  NormCache             6           4     0m0.353s
419    210    NoCache             4           0     0m0.422s
420    211    NoCache            70           0     0m0.496s
421    211  NormCache            70           8     0m0.466s
422    212  NormCache          4247        4224     0m0.773s
423    212    NoCache           330           0     0m0.960s
424    213  NormCache          2662        2660     0m0.609s
425    213    NoCache           313           0     0m0.751s
426    214  NormCache         11395       11393     0m1.604s
427    214    NoCache           996           0     0m2.267s
428    215  NormCache         33413       33388     0m2.989s
429    215    NoCache          1923           0     0m4.809s
430    216  NormCache           540         538     0m0.601s
431    216    NoCache            86           0     0m0.531s
432    217    NoCache             0           0     0m0.367s
433    217  NormCache             0           0     0m0.304s
434    218    NoCache             6           0     0m0.430s
435    218  NormCache             6           0     0m0.382s
436    219    NoCache           150           0     0m0.647s
437    219  NormCache          1210        1179     0m0.584s
438    220  NormCache             4           2     0m0.368s
439    220    NoCache             3           0     0m0.375s
440    221    NoCache            10           0     0m0.376s
441    221  NormCache            26          22     0m0.308s
442    222  NormCache             4           0     0m0.354s
443    222    NoCache             4           0     0m0.301s
444    223    NoCache           243           0     0m0.654s
445    223  NormCache          1978        1976     0m0.562s
446    224  NormCache             6           2     0m0.336s
447    224    NoCache             4           0     0m0.366s
448    225    NoCache             0           0    3m35.418s
449    225  NormCache             0           0    23m4.926s
450    226    NoCache          1122           0     0m7.463s
451    226  NormCache         13284       13282     0m6.475s
452    227    NoCache           653           0     0m2.816s
453    227  NormCache          2153        1960     0m2.620s
454    228    NoCache           644           0     0m1.458s
455    228  NormCache          9109        9084     0m1.174s
456    229    NoCache           110           0     0m0.570s
457    229  NormCache           713         711     0m0.421s
458    230    NoCache           602           0     0m1.489s
459    230  NormCache          6554        6552     0m0.824s
460    231    NoCache             6           0     0m0.402s
461    231  NormCache             6           0     0m0.420s
462    232  NormCache             2           0     0m0.865s
463    232    NoCache             2           0     0m0.848s
464    233    NoCache         10531           0   28m56.025s
465    233  NormCache         31585       21061   43m47.494s
466    234  NormCache             5           0     0m4.450s
467    234    NoCache             5           0     0m6.634s
468    235  NormCache          1550           4     8m5.728s
469    235    NoCache          1548           0    7m38.802s
470    236  NormCache            82          38     0m4.292s
471    236    NoCache            82           0     0m2.311s
472    237    NoCache            33           0     0m0.436s
473    237  NormCache            33           2     0m0.424s
474    238  NormCache             6           0     0m0.385s
475    238    NoCache             6           0     0m0.420s
476    239  NormCache            17           2     0m0.432s
477    239    NoCache            17           0     0m0.423s
478    240    NoCache            13           0     0m0.468s
479    240  NormCache            38          34     0m0.390s
480    241  NormCache           176         133     0m0.625s
481    241    NoCache            80           0     0m0.729s
482    242  NormCache           425         423     0m0.407s
483    242    NoCache            70           0     0m0.556s
484    243  NormCache         11191        5595   23m57.730s
485    243    NoCache          5597           0   16m24.773s
486    244    NoCache           319           0     0m1.050s
487    244  NormCache          2763        2761     0m0.935s
488    245    NoCache            12           0     0m0.868s
489    245  NormCache            12           0     0m0.762s
490    246    NoCache            15           0     0m0.334s
491    246  NormCache            15           0     0m0.420s
492    247  NormCache           487         485     0m0.426s
493    247    NoCache            75           0     0m0.497s
494    248  NormCache             0           0     0m0.370s
495    248    NoCache             0           0     0m0.359s
496    249    NoCache           291           0     0m0.799s
497    249  NormCache          2453        2451     0m0.697s
498    250  NormCache             5           0     0m4.327s
499    250    NoCache             5           0     0m8.225s
500    251    NoCache             2           0     0m0.367s
501    251  NormCache             2           0     0m0.363s
502    252  NormCache       4245729     4245727    6m32.840s
503    252    NoCache          8224           0    9m16.512s
504    253    NoCache           846           0    1m14.219s
505    253  NormCache        178510      178504    1m11.244s
506    254  NormCache            12           2     0m0.386s
507    254    NoCache            12           0     0m0.469s
508    255    NoCache             5           0     0m0.433s
509    255  NormCache             9           7     0m0.353s
510    256  NormCache            35          31     0m0.387s
511    256    NoCache            12           0     0m0.391s
512    257    NoCache             2           0     0m0.353s
513    257  NormCache             2           0     0m0.301s
514    258    NoCache           122           0     0m1.150s
515    258  NormCache           820         818     0m0.458s
516    259  NormCache          1489           4    2m46.694s
517    259    NoCache          1487           0    1m47.903s
518    260    NoCache             4           0     0m0.387s
519    260  NormCache             6           2     0m0.328s
520    261  NormCache          5966        5507     0m4.875s
521    261    NoCache          1378           0     0m5.005s
522    262  NormCache            12           4     0m1.211s
523    262    NoCache            10           0     0m0.973s
524    263    NoCache             4           0    1m14.713s
525    263  NormCache             4           0    1m56.704s
526    264  NormCache             2           0    0m13.895s
527    264    NoCache             2           0    0m17.802s
528    265  NormCache          1124        1122     0m0.542s
529    265    NoCache           152           0     0m0.625s
530    266  NormCache             6           2     0m0.395s
531    266    NoCache             4           0     0m0.326s
532    267    NoCache          1416           0     0m3.801s
533    267  NormCache         18987       18985     0m2.110s
534    268  NormCache            48           0     0m1.865s
535    268    NoCache            48           0     0m1.950s
536    269    NoCache             2           0     0m0.384s
537    269  NormCache             2           0     0m0.315s
538    270    NoCache          1140           0     0m2.647s
539    270  NormCache         13164       13162     0m1.881s
540    271    NoCache             5           0     0m6.812s
541    271  NormCache             5           0     0m4.398s
542    272    NoCache             5           0     0m6.764s
543    272  NormCache             5           0     0m4.504s
544    273    NoCache             4           0     0m0.370s
545    273  NormCache             4           0     0m0.380s
546    274  NormCache          1163        1161     0m0.559s
547    274    NoCache           161           0     0m0.646s
548    275    NoCache           177           0     0m0.671s
549    275  NormCache          1299        1297     0m0.604s
550    276  NormCache         10117       10115     0m2.123s
551    276    NoCache           898           0     0m2.214s
552    277    NoCache             2           0     0m2.084s
553    277  NormCache             2           0     0m1.088s
554    278  NormCache             0           0     0m0.317s
555    278    NoCache             0           0     0m0.306s
556    279    NoCache            14           0     0m0.405s
557    279  NormCache            14           4     0m0.445s
558    280    NoCache           234           0     0m0.855s
559    280  NormCache          1845        1843     0m0.574s
560    281    NoCache           162           0     0m0.688s
561    281  NormCache          1198        1196     0m0.625s
562    282    NoCache            89           0     0m0.659s
563    282  NormCache           548         546     0m0.512s
564    283  NormCache             0           0     0m0.391s
565    283    NoCache             0           0     0m0.371s
566    284    NoCache            27           0     0m0.417s
567    284  NormCache            27           0     0m0.432s
568    285    NoCache             0           0     0m0.546s
569    285  NormCache             0           0     0m0.603s
570    286    NoCache             6           0     0m0.433s
571    286  NormCache             6           0     0m0.387s
572    287    NoCache           100           0     0m0.637s
573    287  NormCache           785         783     0m0.513s
574    288    NoCache             0           0   26m21.138s
575    288  NormCache             0           0   14m17.373s
576    289    NoCache            21           0     0m5.892s
577    289  NormCache            21           0     0m6.285s
578    290  NormCache            96          10    0m14.213s
579    290    NoCache            94           0    0m11.996s
580    291  NormCache             2           0     0m0.309s
581    291    NoCache             2           0     0m0.378s
582    292  NormCache            28           0     0m0.412s
583    292    NoCache            28           0     0m0.434s
584    293  NormCache          9830           0   31m40.028s
585    293    NoCache          9830           0   20m10.247s
586    294  NormCache          1160        1158     0m0.624s
587    294    NoCache           162           0     0m0.843s
588    295  NormCache          9156        8388    0m11.052s
589    295    NoCache          2477           0    0m13.910s
590    296  NormCache            42           6     0m0.598s
591    296    NoCache            42           0     0m0.532s
592    297  NormCache           331         271     0m0.754s
593    297    NoCache           129           0     0m0.771s
594    298  NormCache             0           0     0m0.355s
595    298    NoCache             0           0     0m0.381s
596    299    NoCache             0           0     0m0.339s
597    299  NormCache             0           0     0m0.382s
598    300  NormCache          3750        3748     0m0.821s
599    300    NoCache           406           0     0m1.188s
600    301    NoCache             2           0     0m0.377s
601    301  NormCache             2           0     0m0.368s
602    302    NoCache             0           0     0m0.382s
603    302  NormCache             0           0     0m0.326s
604    303    NoCache             7           0     0m0.376s
605    303  NormCache            13           9     0m0.377s
606    304  NormCache         41770       41768     0m4.027s
607    304    NoCache          2978           0     0m7.394s
608    305    NoCache          8422           0    1m12.112s
609    305  NormCache         39462       37562    1m10.883s
610    306    NoCache           386           0     0m5.992s
611    306  NormCache           388           4     0m5.870s
612    307  NormCache             2           0     0m0.358s
613    307    NoCache             2           0     0m0.374s
614    308    NoCache            16           0     0m0.382s
615    308  NormCache            53          49     0m0.380s
616    309    NoCache           140           0     0m0.700s
617    309  NormCache          1046        1044     0m0.728s
618    310    NoCache            12           0    1m37.333s
619    310  NormCache            12           0    1m10.595s
620    311    NoCache             3           0     0m2.336s
621    311  NormCache             3           0     0m2.427s
622    312    NoCache           407           0     0m1.120s
623    312  NormCache          3851        3849     0m0.810s
624    313  NormCache          1723        1624     0m1.649s
625    313    NoCache           461           0     0m2.182s
626    314    NoCache            13           0     0m0.390s
627    314  NormCache            40          36     0m0.395s
628    315    NoCache             2           0     0m0.365s
629    315  NormCache             2           0     0m0.385s
630    316  NormCache           950         948     0m0.551s
631    316    NoCache           137           0     0m0.554s
632    317  NormCache             0           0     0m0.302s
633    317    NoCache             0           0     0m0.309s
634    318    NoCache          1503           0    1m28.880s
635    318  NormCache          1505           4    1m40.412s
636    319  NormCache             2           0     0m0.889s
637    319    NoCache             2           0     0m0.920s
638    320  NormCache            56          46     0m0.447s
639    320    NoCache            20           0     0m0.434s
640    321  NormCache          1079        1077     0m0.526s
641    321    NoCache           151           0     0m0.624s
642    322  NormCache             8           4     0m0.372s
643    322    NoCache             6           0     0m0.375s
644    323  NormCache           489         467     0m0.522s
645    323    NoCache           157           0     0m0.628s
646    324  NormCache            17           0     0m0.400s
647    324    NoCache            17           0     0m0.501s
648    325  NormCache             2           0     0m0.891s
649    325    NoCache             2           0     0m0.944s
650    326  NormCache           469         467     0m0.460s
651    326    NoCache            75           0     0m0.523s
652    327  NormCache            48           0     0m1.842s
653    327    NoCache            48           0     0m1.864s
654    328    NoCache           646           0     0m1.905s
655    328  NormCache          7018        7016     0m1.148s
656    329    NoCache          2899           0    0m12.142s
657    329  NormCache         18171       17018    0m12.134s
658    330  NormCache          1122        1120     0m0.550s
659    330    NoCache           152           0     0m0.828s
660    331  NormCache            58           4     0m0.472s
661    331    NoCache            56           0     0m0.548s
662    332    NoCache            14           0    1m36.077s
663    332  NormCache            14           0    1m34.008s
664    333  NormCache             0           0     0m0.377s
665    333    NoCache             0           0     0m0.373s
666    334  NormCache          1838           4     5m0.015s
667    334    NoCache          1836           0    4m14.332s
668    335    NoCache            31           0     0m0.422s
669    335  NormCache            31           7     0m0.370s
670    336  NormCache       3580664     3580660    5m10.066s
671    336    NoCache          7555           0     8m3.841s
672    337  NormCache           560          76    1m37.990s
673    337    NoCache           558           0    1m44.321s
674    338  NormCache             0           0     0m0.361s
675    338    NoCache             0           0     0m0.462s
676    339    NoCache             2           0    2m13.827s
677    339  NormCache             2           0    2m41.392s
678    340    NoCache            19           0    0m21.630s
679    340  NormCache            19           0     2m6.954s
680    341  NormCache            50          10     0m0.491s
681    341    NoCache            50           0     0m0.486s
682    342    NoCache           130           0     0m0.631s
683    342  NormCache           894         892     0m0.470s
