    Folder       Mode  Result Count  Cache Hits    Real Time
684    343    NoCache           142           0     0m0.609s
685    343  NormCache          1025        1023     0m0.534s
686    344  NormCache             2           0     0m0.374s
687    344    NoCache             2           0     0m0.327s
688    345    NoCache             6           0     0m0.561s
689    345  NormCache             6           0     0m0.462s
690    346    NoCache          3977           0    0m21.457s
691    346  NormCache         27718       27530    0m26.840s
692    347  NormCache           344           4     0m2.821s
693    347    NoCache           342           0     0m2.756s
694    348  NormCache           851         271     0m2.140s
695    348    NoCache           851           0     0m1.829s
696    349  NormCache          1326        1291     0m0.627s
697    349    NoCache           162           0     0m0.974s
698    350  NormCache             0           0     0m0.304s
699    350    NoCache             0           0     0m0.414s
700    351  NormCache       1252080     1252046     7m2.594s
701    351    NoCache         52699           0    7m59.753s
702    352  NormCache           104           0     0m0.911s
703    352    NoCache           104           0     0m0.783s
704    353    NoCache             3           0     0m2.400s
705    353  NormCache             3           0     0m2.340s
706    354    NoCache           614           0    0m13.337s
707    354  NormCache         94251       94248     0m8.835s
708    355    NoCache            73           0     0m0.515s
709    355  NormCache           456         454     0m0.537s
710    356    NoCache            96           0     0m0.493s
711    356  NormCache           315         297     0m0.488s
712    357  NormCache            19           0     0m0.413s
713    357    NoCache            19           0     0m0.420s
714    358  NormCache             6           2     0m0.294s
715    358    NoCache             4           0     0m0.381s
716    359  NormCache             2           0     0m0.366s
717    359    NoCache             2           0     0m0.372s
718    360  NormCache             4           0     0m1.474s
719    360    NoCache             4           0     0m1.547s
720    361    NoCache           179           0     0m0.767s
721    361  NormCache           179          22     0m0.952s
722    362  NormCache          3670        3668     0m1.129s
723    362    NoCache           392           0     0m1.288s
724    363  NormCache            71          29     0m0.517s
725    363    NoCache            71           0     0m0.479s
726    364  NormCache            30           8     0m0.408s
727    364    NoCache            22           0     0m0.345s
728    365  NormCache            11           2     0m0.383s
729    365    NoCache             9           0     0m0.369s
730    366    NoCache          5710           0    0m16.562s
731    366  NormCache        111083      111058    0m11.830s
732    367  NormCache           599         597     0m0.500s
733    367    NoCache            93           0     0m0.597s
734    368    NoCache             0           0     0m0.305s
735    368  NormCache             0           0     0m0.290s
736    369  NormCache            10           0    0m53.755s
737    369    NoCache            10           0    0m45.914s
738    370    NoCache            78           0     0m0.523s
739    370  NormCache           499         497     0m0.579s
740    371    NoCache             6           0     0m0.371s
741    371  NormCache            10           6     0m0.397s
742    372    NoCache            78           0     0m0.579s
743    372  NormCache            78           2     0m0.547s
744    373    NoCache             4           0     0m7.355s
745    373  NormCache             4           0     0m8.213s
746    374  NormCache           128           0     0m0.652s
747    374    NoCache           128           0     0m0.601s
748    375    NoCache           748           0     0m2.020s
749    375  NormCache         11388       11370     0m1.463s
750    376    NoCache           569           0     0m1.519s
751    376  NormCache          6040        6038     0m1.036s
752    377    NoCache            10           0     1m9.542s
753    377  NormCache            10           0    0m56.403s
754    378  NormCache             6           1     0m0.390s
755    378    NoCache             4           0     0m0.437s
756    379  NormCache            23          21     0m0.370s
757    379    NoCache             9           0     0m0.313s
758    380    NoCache             8           0     0m0.380s
759    380  NormCache            10           4     0m0.341s
760    381  NormCache             6           0     0m0.374s
761    381    NoCache             6           0     0m0.320s
762    382    NoCache             0           0     0m0.369s
763    382  NormCache             0           0     0m0.355s
764    383    NoCache             3           0     0m2.414s
765    383  NormCache             3           0     0m2.464s
766    384  NormCache             9           5     0m0.368s
767    384    NoCache             5           0     0m0.384s
768    385  NormCache         12564       12396    0m12.328s
769    385    NoCache          2231           0    0m13.878s
770    386    NoCache          1330           0     0m3.558s
771    386  NormCache         15955       15953     0m2.744s
772    387    NoCache            25           0     0m0.450s
773    387  NormCache            25           0     0m0.463s
774    388    NoCache           179           0     0m0.669s
775    388  NormCache          1461        1459     0m0.716s
776    389  NormCache            10           4     0m0.392s
777    389    NoCache             5           0     0m0.389s
778    390    NoCache           166           0     0m0.675s
779    390  NormCache          1235        1233     0m0.713s
780    391  NormCache          1026        1024     0m0.504s
781    391    NoCache           145           0     0m0.549s
782    392  NormCache          2879        2877     0m1.000s
783    392    NoCache           325           0     0m1.037s
784    393  NormCache            23           4     0m2.701s
785    393    NoCache            21           0     0m2.268s
786    394    NoCache           102           0     0m0.559s
787    394  NormCache           674         672     0m0.619s
788    395  NormCache         13452       13450     0m1.949s
789    395    NoCache          1160           0     0m2.853s
790    396  NormCache             0           0   23m44.262s
791    396    NoCache             0           0   39m13.011s
792    397    NoCache            16           0     0m4.989s
793    397  NormCache            44          42     0m7.646s
794    398    NoCache             6           0     0m0.435s
795    398  NormCache             6           0     0m0.432s
796    399  NormCache           500         498     0m0.474s
797    399    NoCache            78           0     0m0.463s
798    400  NormCache             0           0     0m0.378s
799    400    NoCache             0           0     0m0.279s
800    401    NoCache            15           0     0m0.396s
801    401  NormCache            15           0     0m0.363s
802    402  NormCache          1208        1206     0m0.599s
803    402    NoCache           165           0     0m0.653s
804    403    NoCache             6           0     0m0.373s
805    403  NormCache             6           0     0m0.325s
806    404    NoCache           160           0     0m0.898s
807    404  NormCache          1162        1160     0m0.723s
808    405  NormCache             6           2     0m0.372s
809    405    NoCache             4           0     0m0.370s
810    406    NoCache             6           0     0m0.379s
811    406  NormCache            12           8     0m0.366s
812    407    NoCache            48           0     0m0.387s
813    407  NormCache            48           4     0m0.458s
814    408    NoCache           149           0     0m0.808s
815    408  NormCache          1448        1434     0m0.516s
816    409    NoCache            68           0     0m0.629s
817    409  NormCache           404         402     0m0.452s
818    410    NoCache            80           0     0m0.574s
819    410  NormCache           516         514     0m0.658s
820    411    NoCache             6           0     0m0.473s
821    411  NormCache            10           6     0m0.383s
822    412  NormCache            47           0     0m0.456s
823    412    NoCache            47           0     0m0.505s
824    413    NoCache             6           0     0m0.405s
825    413  NormCache             6           0     0m0.402s
826    414  NormCache       3846175     3846171    5m59.566s
827    414    NoCache          7828           0    8m43.558s
828    415    NoCache           260           0     0m0.981s
829    415  NormCache          2122        2120     0m0.834s
830    416  NormCache             6           0     0m0.386s
831    416    NoCache             6           0     0m0.378s
832    417  NormCache             2           0     0m0.390s
833    417    NoCache             2           0     0m0.309s
834    418    NoCache          3131           0   22m34.829s
835    418  NormCache          3133          58    26m2.172s
836    419    NoCache            37           0     0m0.454s
837    419  NormCache            37           0     0m0.486s
838    420    NoCache             5           0     0m7.766s
839    420  NormCache             5           0     0m4.262s
840    421    NoCache           679           0     0m1.920s
841    421  NormCache          7539        7537     0m1.303s
842    422  NormCache            21          13     0m0.418s
843    422    NoCache             7           0     0m0.315s
844    423  NormCache          2444        2442     0m0.631s
845    423    NoCache           294           0     0m0.808s
846    424    NoCache           182           0     0m0.662s
847    424  NormCache          1374        1372     0m0.539s
848    425  NormCache            41           4     0m0.447s
849    425    NoCache            39           0     0m0.446s
850    426    NoCache           154           0     0m0.653s
851    426  NormCache          1100        1098     0m0.537s
852    427    NoCache           219           0     0m0.895s
853    427  NormCache          1717        1715     0m0.502s
854    428  NormCache            37           0     0m0.419s
855    428    NoCache            37           0     0m0.493s
856    429    NoCache           339           0     0m1.138s
857    429  NormCache          2936        2934     0m0.850s
858    430    NoCache           383           0     0m1.040s
859    430  NormCache          4866        4843     0m0.811s
860    431    NoCache           160           0     0m0.654s
861    431  NormCache           160           2     0m0.780s
862    432    NoCache            30           0     0m0.386s
863    432  NormCache            30           5     0m0.412s
864    433  NormCache            19           0     2m5.309s
865    433    NoCache            19           0    0m21.494s
866    434  NormCache             2           0     0m0.361s
867    434    NoCache             2           0     0m0.376s
868    435    NoCache             4           0     0m7.283s
869    435  NormCache             4           0     0m7.997s
870    436  NormCache           637         635     0m0.425s
871    436    NoCache            99           0     0m0.520s
872    437  NormCache           495         493     0m0.477s
873    437    NoCache            79           0     0m0.506s
874    438  NormCache             5           0     0m4.302s
875    438    NoCache             5           0     0m7.723s
876    439  NormCache             5           0     0m4.284s
877    439    NoCache             5           0     0m6.462s
878    440  NormCache          1912        1910     0m0.525s
879    440    NoCache           240           0     0m0.785s

Percentual Decrease in Time for DumbCache and NormCache in relation to NoCache:
DumbCache % Time Decrease: nan
NormCache % Time Decrease: -8.56

Average % Cache Hits (in relation to the result count) for the 2 caching modes:
DumbCache % Cache Hits      NaN
NormCache % Cache Hits    48.95
dtype: float64
